AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
0.2,-1.44,12.84,-0.22,0.13,-0.04,1722169963564
1.0,-1.98,9.88,-0.26,0.11,-0.18,1722169963574
-0.58,0.78,10.13,-0.09,-0.03,-0.19,1722169963583
-0.33,-1.05,9.56,-0.35,0.11,-0.11,1722169963592
-0.28,-3.33,9.07,-0.37,0.08,-0.06,1722169963601
1.54,-2.46,13.48,-0.43,0.06,-0.17,1722169963610
1.55,-2.95,14.82,-0.26,0.02,-0.24,1722169963619
-0.33,-0.8,10.53,-0.17,-0.03,-0.38,1722169963628
-1.94,-1.34,13.29,-0.33,0.12,-0.38,1722169963637
-2.35,1.11,11.06,-0.13,0.13,-0.21,1722169963646
-0.67,1.54,12.13,-0.17,0.13,-0.01,1722169963655
0.28,2.9,10.9,-0.05,0.07,-0.06,1722169963664
1.53,-0.85,9.43,-0.08,0.06,-0.08,1722169963673
0.62,0.09,7.19,0.02,0.05,-0.26,1722169963682
0.19,-2.1,9.18,-0.1,0.13,-0.13,1722169963691
-1.44,1.19,12.63,0.04,0.1,-0.17,1722169963700
-0.27,3.75,10.17,-0.02,0.17,-0.06,1722169963709
0.23,0.61,11.31,0.08,0.12,-0.12,1722169963718
-0.29,2.11,12.9,0.07,0.18,-0.1,1722169963728
0.0,0.05,12.2,0.05,0.11,-0.14,1722169963737
-2.01,5.02,10.82,0.21,-0.08,-0.17,1722169963746
-3.03,1.08,7.87,0.04,0.01,-0.06,1722169963755
-1.81,0.88,8.33,0.18,0.08,-0.03,1722169963764
0.71,-4.43,5.95,-0.1,0.23,-0.01,1722169963773
0.35,-3.61,16.84,0.06,0.07,-0.04,1722169963782
0.38,1.92,7.99,0.14,-0.06,-0.15,1722169963791
-1.81,3.18,11.26,0.09,-0.01,-0.22,1722169963800
-2.01,1.03,9.42,0.11,0.08,-0.1,1722169963809
-2.49,2.61,6.52,0.22,-0.06,0.05,1722169963818
-1.96,1.04,10.72,-0.01,0.03,0.13,1722169963827
-0.12,-0.55,8.82,0.1,0.01,0.21,1722169963836
1.2,-0.3,12.73,-0.03,0.02,0.15,1722169963845
1.13,0.63,9.18,0.16,-0.09,0.05,1722169963854
0.36,1.01,6.05,0.08,-0.13,-0.02,1722169963863
-0.31,0.28,6.92,0.04,-0.04,0.08,1722169963872
-0.29,-1.37,9.98,-0.02,-0.0,0.2,1722169963881
-0.35,0.82,12.08,0.08,-0.08,0.2,1722169963890
0.03,2.26,10.89,0.03,-0.05,0.15,1722169963899
-0.29,1.77,7.78,0.07,-0.12,0.16,1722169963908
-0.34,1.94,9.28,-0.06,-0.02,0.19,1722169963917
-0.19,0.05,10.04,-0.1,-0.05,0.11,1722169963926
-0.73,-1.53,14.54,-0.14,0.0,0.12,1722169963935
-0.19,-4.8,9.67,-0.15,-0.03,0.16,1722169963944
-0.18,-3.69,14.09,-0.07,-0.08,0.27,1722169963953
0.41,0.75,7.15,-0.04,-0.12,0.16,1722169963962
-0.09,1.99,11.08,-0.06,-0.09,0.06,1722169963971
-1.02,0.34,9.93,-0.02,-0.11,0.05,1722169963980
-1.02,0.63,9.37,-0.05,-0.05,0.12,1722169963989
-1.43,-3.42,10.98,-0.14,-0.08,0.1,1722169963998
-0.16,-2.81,10.01,-0.01,-0.13,0.25,1722169964007
0.27,-5.02,7.39,-0.14,-0.09,0.21,1722169964016
1.0,-1.09,12.47,-0.02,-0.12,0.26,1722169964025
1.19,4.31,12.62,0.03,-0.09,0.12,1722169964034
1.35,6.84,10.09,-0.01,-0.12,0.02,1722169964043
0.28,0.18,8.2,-0.07,-0.15,0.04,1722169964052
-0.72,-7.03,9.73,-0.05,-0.17,0.13,1722169964061
-0.03,-3.24,8.32,-0.04,-0.08,0.08,1722169964070
0.79,1.98,8.32,-0.02,-0.03,0.05,1722169964079
1.16,-0.98,7.06,0.02,-0.06,0.01,1722169964088
0.9,-2.43,11.69,-0.05,-0.01,-0.01,1722169964097
0.22,1.78,15.5,0.08,-0.08,-0.03,1722169964106
1.12,5.72,12.36,0.03,-0.04,0.03,1722169964115
0.34,3.22,15.88,0.01,-0.08,0.02,1722169964124
0.69,3.36,8.84,0.18,-0.07,-0.04,1722169964133
