AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
1.41,0.12,11.58,0.03,-0.0,-0.03,1721395989630,paving_stone
0.93,0.74,12.71,-0.01,0.01,-0.04,1721395989634,paving_stone
0.74,1.45,11.32,0.02,-0.02,-0.11,1721395989643,paving_stone
0.62,5.61,13.8,-0.05,0.05,-0.13,1721395989653,paving_stone
0.21,5.0,11.3,0.13,-0.01,-0.02,1721395989662,paving_stone
1.6,-2.36,9.5,0.1,0.09,-0.01,1721395989672,paving_stone
1.93,0.41,10.15,0.13,0.01,-0.15,1721395989681,paving_stone
1.02,2.25,7.81,0.12,-0.0,-0.3,1721395989691,paving_stone
-0.44,2.79,10.28,0.15,0.08,-0.29,1721395989700,paving_stone
-1.34,-0.59,7.31,0.2,-0.06,-0.13,1721395989710,paving_stone
-1.15,-0.91,7.95,0.1,0.11,-0.12,1721395989719,paving_stone
-0.38,2.37,10.59,0.16,-0.03,-0.11,1721395989729,paving_stone
0.4,3.67,9.76,0.05,0.09,-0.13,1721395989738,paving_stone
0.91,3.67,8.37,0.06,0.01,-0.09,1721395989748,paving_stone
1.08,-0.01,6.26,-0.05,0.06,-0.13,1721395989757,paving_stone
0.32,-2.56,9.89,-0.15,0.04,-0.18,1721395989767,paving_stone
0.34,0.41,10.76,-0.13,0.05,-0.22,1721395989776,paving_stone
-1.09,-1.58,10.15,-0.29,0.1,-0.28,1721395989786,paving_stone
-2.79,-3.16,8.95,-0.17,0.01,-0.3,1721395989795,paving_stone
-3.58,-5.82,9.97,-0.18,0.11,-0.35,1721395989805,paving_stone
-3.34,-3.74,11.05,-0.13,-0.01,-0.06,1721395989815,paving_stone
-1.2,-0.11,11.82,-0.14,0.09,0.08,1721395989825,paving_stone
0.2,0.96,11.5,-0.15,-0.05,-0.02,1721395989834,paving_stone
1.07,0.95,11.43,-0.14,0.11,-0.09,1721395989844,paving_stone
0.54,-1.16,9.36,-0.29,0.01,-0.12,1721395989853,paving_stone
-0.57,-1.06,16.07,-0.3,0.11,-0.3,1721395989863,paving_stone
-2.66,1.94,12.26,-0.2,-0.17,-0.21,1721395989872,paving_stone
-1.81,-5.75,11.05,-0.23,0.06,-0.01,1721395989882,paving_stone
-0.79,7.92,11.89,0.09,-0.07,0.12,1721395989891,paving_stone
1.09,3.28,3.77,0.17,-0.04,0.04,1721395989901,paving_stone
1.02,-0.61,8.19,0.0,0.05,-0.24,1721395989910,paving_stone
-0.83,1.66,9.69,0.03,-0.07,-0.34,1721395989920,paving_stone
-2.55,-4.52,6.91,-0.01,0.02,-0.25,1721395989930,paving_stone
-3.18,-0.41,12.26,0.01,0.01,-0.03,1721395989940,paving_stone
-2.55,0.29,10.23,0.01,-0.03,0.04,1721395989950,paving_stone
-0.38,0.95,13.06,0.09,0.03,-0.0,1721395989960,paving_stone
0.32,0.84,10.13,0.14,-0.12,0.02,1721395989970,paving_stone
0.88,-0.09,10.82,0.09,0.02,-0.06,1721395989980,paving_stone
1.77,7.41,14.04,0.24,-0.11,-0.16,1721395989990,paving_stone
0.12,0.41,8.79,0.18,-0.07,-0.18,1721395990000,paving_stone
-1.03,6.71,11.3,0.26,-0.02,-0.15,1721395990009,paving_stone
-1.87,2.21,4.07,0.26,-0.13,-0.13,1721395990019,paving_stone
-2.32,-1.15,10.19,0.08,0.03,-0.1,1721395990029,paving_stone
-2.62,-0.19,9.7,0.11,-0.16,-0.06,1721395990039,paving_stone
-2.92,1.07,9.87,0.07,-0.07,0.02,1721395990048,paving_stone
-1.38,-0.44,8.82,0.11,-0.15,0.21,1721395990058,paving_stone
0.54,0.68,10.84,0.07,-0.05,0.21,1721395990067,paving_stone
2.15,2.89,10.11,0.03,-0.08,0.09,1721395990077,paving_stone
1.04,1.65,9.47,-0.06,-0.12,-0.05,1721395990086,paving_stone
-0.89,3.65,9.9,-0.0,-0.08,-0.11,1721395990096,paving_stone
-0.8,-0.81,10.8,-0.13,-0.1,-0.05,1721395990105,paving_stone
-0.32,1.23,12.78,-0.09,-0.09,0.0,1721395990115,paving_stone
1.13,-1.88,10.12,-0.13,-0.06,-0.0,1721395990125,paving_stone
1.02,3.03,13.7,-0.06,-0.03,-0.02,1721395990135,paving_stone
-0.38,-0.7,6.34,-0.01,-0.14,-0.09,1721395990145,paving_stone
-1.52,-6.68,10.84,-0.06,0.02,-0.12,1721395990155,paving_stone
-1.83,-1.86,10.71,0.07,-0.03,-0.12,1721395990165,paving_stone
-1.58,-4.01,7.09,0.02,-0.07,0.03,1721395990175,paving_stone
0.64,1.25,9.94,0.13,-0.04,0.07,1721395990185,paving_stone
3.44,1.27,8.04,0.08,-0.01,-0.0,1721395990195,paving_stone
2.29,-1.86,6.91,-0.02,-0.01,-0.18,1721395990205,paving_stone
0.4,-7.63,11.08,-0.12,0.09,-0.36,1721395990215,paving_stone
-1.88,0.16,11.91,-0.01,-0.1,-0.27,1721395990225,paving_stone
-1.76,-1.83,9.02,0.02,0.06,0.03,1721395990235,paving_stone
0.76,1.63,8.52,0.15,0.09,0.01,1721395990245,paving_stone
1.73,2.93,10.15,0.03,0.05,-0.06,1721395990255,paving_stone
0.55,2.58,10.1,-0.1,0.03,-0.26,1721395990265,paving_stone
-0.65,1.62,13.28,-0.14,0.07,-0.22,1721395990275,paving_stone
-1.29,-2.38,9.25,-0.22,0.06,-0.17,1721395990285,paving_stone
-2.25,-3.04,13.98,-0.2,0.06,-0.14,1721395990295,paving_stone
-1.21,0.48,10.44,-0.07,0.04,-0.04,1721395990305,paving_stone
-0.46,1.53,10.25,-0.04,0.11,-0.05,1721395990315,paving_stone
0.57,2.13,10.76,0.07,-0.03,-0.06,1721395990325,paving_stone
0.54,0.97,9.99,0.05,0.13,-0.18,1721395990335,paving_stone
-0.11,0.49,12.98,0.03,0.04,-0.19,1721395990344,paving_stone
-0.88,2.75,11.01,0.18,0.1,-0.11,1721395990354,paving_stone
-0.15,0.62,9.79,0.08,0.15,-0.1,1721395990363,paving_stone
-0.64,3.8,12.4,0.17,0.09,-0.13,1721395990373,paving_stone
0.55,1.03,6.86,0.2,0.08,-0.09,1721395990383,paving_stone
0.92,4.07,10.6,0.22,0.05,-0.15,1721395990393,paving_stone
2.22,5.88,8.74,0.24,0.03,-0.15,1721395990403,paving_stone
1.79,0.78,7.47,0.09,0.11,-0.28,1721395990413,paving_stone
0.76,-0.13,9.69,0.08,0.14,-0.44,1721395990423,paving_stone
-1.46,-0.37,7.89,0.1,0.07,-0.4,1721395990433,paving_stone
-3.06,-0.46,7.96,0.1,0.16,-0.27,1721395990443,paving_stone
-1.45,2.02,10.01,0.12,0.15,-0.06,1721395990453,paving_stone
0.71,1.84,8.01,0.04,0.12,-0.07,1721395990463,paving_stone
1.94,-1.49,11.89,-0.2,0.2,-0.22,1721395990473,paving_stone
0.91,-1.36,14.69,-0.18,0.08,-0.38,1721395990483,paving_stone
-1.03,1.9,10.6,-0.17,0.17,-0.39,1721395990493,paving_stone
-2.51,0.71,10.07,-0.2,0.12,-0.29,1721395990503,paving_stone
-2.7,-5.11,8.42,-0.12,0.14,-0.2,1721395990513,paving_stone
-1.33,-3.79,11.72,-0.15,0.19,-0.17,1721395990523,paving_stone
-0.83,-1.91,10.13,-0.03,0.1,-0.22,1721395990533,paving_stone
-1.01,0.49,11.28,-0.1,0.17,-0.29,1721395990543,paving_stone
-1.79,-0.18,9.01,0.01,0.09,-0.22,1721395990553,paving_stone
-0.79,-5.39,8.61,-0.09,0.15,-0.12,1721395990563,paving_stone
-0.57,-2.84,12.24,-0.05,0.17,-0.14,1721395990573,paving_stone
-0.57,7.66,8.91,0.06,0.05,-0.18,1721395990583,paving_stone
-2.37,-2.12,7.02,-0.09,0.09,-0.22,1721395990593,paving_stone
-2.18,1.14,14.69,-0.1,0.11,-0.12,1721395990603,paving_stone
-0.72,-1.93,10.77,-0.09,0.1,-0.08,1721395990613,paving_stone
-0.1,-2.49,14.32,-0.15,0.12,-0.12,1721395990623,paving_stone
0.4,6.61,11.08,0.05,0.05,-0.18,1721395990633,paving_stone
-0.75,2.61,7.38,0.09,0.04,-0.28,1721395990643,paving_stone
-2.1,0.79,10.92,0.03,0.15,-0.18,1721395990653,paving_stone
-2.2,-1.56,9.85,0.0,0.04,0.02,1721395990663,paving_stone
-1.22,3.09,13.44,-0.04,0.13,0.01,1721395990673,paving_stone
1.46,3.5,10.4,0.04,0.0,0.03,1721395990683,paving_stone
0.14,-3.11,10.51,0.01,0.05,-0.03,1721395990693,paving_stone
0.28,3.62,13.11,0.19,0.07,-0.07,1721395990703,paving_stone
-0.12,0.87,8.26,0.22,-0.0,-0.03,1721395990713,paving_stone
-0.24,3.32,14.17,0.25,0.09,-0.08,1721395990723,paving_stone
-1.76,4.21,5.58,0.41,-0.09,-0.07,1721395990733,paving_stone
-1.98,0.91,8.2,0.3,0.14,0.04,1721395990743,paving_stone
-0.96,4.96,9.45,0.24,0.02,0.04,1721395990753,paving_stone
-1.09,0.02,7.18,0.06,0.05,-0.04,1721395990763,paving_stone
-1.57,-3.0,8.95,-0.01,-0.02,0.01,1721395990773,paving_stone
-1.9,-1.73,9.31,-0.02,-0.01,0.21,1721395990783,paving_stone
-0.06,1.73,10.53,0.02,0.06,0.31,1721395990793,paving_stone
0.89,1.29,9.17,-0.06,0.01,0.21,1721395990803,paving_stone
1.14,-1.45,7.26,-0.16,-0.03,0.08,1721395990813,paving_stone
-0.39,-2.96,9.22,-0.24,-0.07,-0.05,1721395990823,paving_stone
-0.89,-1.51,12.2,-0.16,-0.02,0.0,1721395990833,paving_stone
-1.84,0.21,12.36,-0.14,-0.06,0.01,1721395990843,paving_stone
-1.87,-0.13,10.42,-0.06,-0.08,0.04,1721395990853,paving_stone
-0.38,-3.29,8.96,-0.15,-0.01,0.11,1721395990863,paving_stone
-0.28,-3.51,12.45,-0.21,-0.03,0.16,1721395990873,paving_stone
-0.11,2.11,14.48,-0.14,0.0,0.2,1721395990883,paving_stone
-0.55,-2.49,6.96,-0.04,-0.05,0.19,1721395990893,paving_stone
-0.14,2.38,11.34,0.1,0.02,0.14,1721395990903,paving_stone
1.49,-0.67,6.71,-0.03,-0.05,0.1,1721395990913,paving_stone
2.48,-1.27,11.64,-0.16,0.09,0.01,1721395990923,paving_stone
1.29,-1.34,8.38,-0.11,-0.03,-0.11,1721395990933,paving_stone
0.22,-4.58,7.39,-0.09,0.03,-0.02,1721395990943,paving_stone
-1.11,-1.07,14.68,-0.17,0.06,0.03,1721395990953,paving_stone
-0.64,3.96,12.3,0.0,0.02,0.07,1721395990963,paving_stone
0.92,1.98,12.68,-0.1,0.06,0.15,1721395990973,paving_stone
0.93,2.76,11.8,-0.03,0.01,0.02,1721395990983,paving_stone
1.28,3.96,12.3,-0.05,0.09,-0.1,1721395990993,paving_stone
-1.18,-0.57,11.88,0.04,-0.0,-0.21,1721395991003,paving_stone
-1.67,-1.87,11.08,0.17,-0.0,-0.02,1721395991013,paving_stone
-0.72,4.98,9.47,0.32,0.0,0.19,1721395991023,paving_stone
1.56,1.87,7.36,0.31,0.1,0.18,1721395991033,paving_stone
2.3,2.89,10.0,0.32,0.01,-0.02,1721395991043,paving_stone
1.09,-2.36,8.06,0.2,0.03,-0.21,1721395991053,paving_stone
-0.8,-0.33,9.62,0.17,-0.01,-0.18,1721395991063,paving_stone
-1.24,2.26,8.51,0.24,0.05,-0.04,1721395991073,paving_stone
1.1,3.3,9.69,0.24,0.11,0.0,1721395991083,paving_stone
2.1,1.02,7.61,0.2,0.04,-0.06,1721395991093,paving_stone
3.04,-0.36,8.41,0.12,0.15,-0.22,1721395991103,paving_stone
