AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-0.64,4.87,14.1,-0.03,0.13,-0.37,1721396188659
-2.66,0.34,12.91,-0.03,-0.15,-0.36,1721396188664
-2.77,2.61,13.54,-0.11,0.13,-0.28,1721396188673
-2.5,-0.11,11.75,-0.05,-0.1,0.0,1721396188683
1.22,-3.23,10.5,-0.09,0.16,0.06,1721396188692
1.54,0.35,11.51,0.03,-0.03,-0.06,1721396188702
1.28,2.32,9.91,0.09,0.04,-0.19,1721396188711
-2.08,1.82,7.24,0.18,-0.08,-0.2,1721396188721
-3.75,-1.65,7.39,0.15,0.02,-0.11,1721396188730
-3.3,0.77,10.76,0.18,-0.01,0.09,1721396188740
-0.73,0.25,9.46,0.04,0.01,0.12,1721396188749
-0.56,4.92,12.63,0.1,-0.04,0.04,1721396188759
-2.38,-1.54,3.14,0.12,-0.31,0.08,1721396188768
-1.19,-3.91,10.5,-0.09,0.17,0.13,1721396188778
-0.5,3.03,10.04,0.13,-0.16,0.2,1721396188787
1.47,-6.0,8.49,-0.15,0.08,0.13,1721396188797
-2.91,-1.23,14.43,0.03,-0.12,0.03,1721396188806
-1.24,8.65,12.15,0.16,-0.04,0.03,1721396188816
-1.27,7.29,10.65,0.02,-0.13,0.2,1721396188826
0.42,-2.23,9.0,-0.14,-0.09,0.16,1721396188836
1.26,-7.85,10.71,-0.36,-0.06,0.02,1721396188845
-0.02,-0.67,11.37,-0.13,-0.1,0.01,1721396188855
0.53,0.24,7.8,0.04,-0.09,0.14,1721396188864
0.27,0.14,8.31,0.18,-0.09,0.15,1721396188874
2.97,1.72,8.04,0.11,-0.01,0.0,1721396188883
2.19,4.59,16.32,-0.16,0.01,-0.31,1721396188893
-2.14,1.96,10.37,-0.14,-0.34,-0.34,1721396188902
-4.32,-5.32,11.13,-0.25,0.02,-0.17,1721396188912
-4.6,3.73,9.01,0.18,-0.18,0.18,1721396188922
2.03,-1.83,5.28,0.06,0.12,0.31,1721396188932
3.85,-1.48,10.43,-0.05,-0.07,0.02,1721396188942
2.46,-0.67,7.13,-0.05,-0.13,-0.33,1721396188952
-0.89,-2.15,10.25,-0.17,-0.04,-0.41,1721396188962
-3.38,0.89,9.32,0.05,-0.15,-0.14,1721396188972
-1.31,-3.77,7.9,0.0,-0.05,0.14,1721396188982
0.56,-1.42,9.18,0.02,-0.07,0.06,1721396188992
2.61,1.11,11.1,-0.12,-0.01,-0.13,1721396189002
0.73,6.31,11.69,-0.06,-0.1,-0.25,1721396189012
-1.18,-2.56,2.09,-0.1,-0.18,-0.06,1721396189022
-0.34,-6.74,15.09,-0.51,0.27,-0.15,1721396189032
-2.3,-4.04,18.38,-0.27,-0.1,-0.16,1721396189042
-0.99,-1.21,12.85,-0.3,0.09,-0.2,1721396189052
0.36,2.87,12.84,-0.03,-0.16,-0.04,1721396189062
3.1,2.15,7.27,0.07,-0.05,0.12,1721396189072
4.71,2.78,10.92,0.01,0.14,-0.22,1721396189082
2.66,1.51,11.43,0.03,-0.0,-0.47,1721396189092
-1.25,-1.6,12.03,-0.15,0.1,-0.48,1721396189102
-4.38,2.26,13.05,0.01,-0.07,-0.26,1721396189112
-2.18,0.19,9.76,0.11,0.05,0.03,1721396189122
0.5,-0.86,10.85,0.18,0.07,0.05,1721396189132
3.63,2.73,13.01,0.1,0.11,-0.17,1721396189142
1.55,1.68,9.27,0.15,-0.04,-0.34,1721396189152
-1.13,-1.18,10.7,0.09,0.09,-0.45,1721396189162
-3.22,2.1,8.97,0.32,-0.03,-0.33,1721396189172
-1.54,0.4,6.52,0.33,0.17,-0.19,1721396189182
0.36,3.05,9.62,0.27,0.13,-0.14,1721396189192
0.45,2.15,7.13,0.22,0.05,-0.14,1721396189202
-0.49,-3.62,9.1,0.01,0.13,-0.27,1721396189212
-1.0,1.3,13.24,0.15,0.05,-0.27,1721396189222
0.77,-0.18,9.95,0.12,0.1,-0.16,1721396189232
0.37,0.04,12.02,0.11,0.07,-0.21,1721396189242
1.01,3.02,10.12,0.13,0.12,-0.28,1721396189252
1.38,2.79,11.77,0.01,0.21,-0.34,1721396189262
-0.38,2.24,8.61,0.07,0.07,-0.34,1721396189272
-1.42,-3.73,7.23,-0.02,0.16,-0.33,1721396189282
-1.81,-6.51,9.14,-0.12,0.13,-0.27,1721396189292
-0.18,1.56,12.52,0.03,0.22,-0.22,1721396189302
1.35,0.45,6.22,0.04,0.04,-0.19,1721396189312
0.97,2.08,7.61,0.04,0.15,-0.37,1721396189322
-0.85,-2.35,6.74,-0.01,0.08,-0.52,1721396189332
-4.74,0.11,10.18,-0.04,0.14,-0.54,1721396189342
-4.05,-1.2,12.14,-0.13,0.2,-0.21,1721396189352
-2.46,3.52,12.61,-0.09,0.2,0.06,1721396189362
1.13,0.61,10.64,-0.14,0.14,0.05,1721396189372
1.14,-0.81,11.1,-0.21,0.15,-0.14,1721396189382
0.62,-0.92,10.68,-0.13,0.12,-0.19,1721396189392
-1.31,-2.06,9.46,-0.11,0.11,-0.18,1721396189402
-1.84,3.04,10.23,0.02,0.16,-0.15,1721396189412
-2.81,2.17,6.7,0.14,0.09,-0.03,1721396189422
-2.3,1.43,8.69,0.04,0.2,-0.04,1721396189432
-0.84,2.4,9.98,0.09,0.06,0.07,1721396189442
1.15,-0.29,11.64,-0.08,0.14,0.03,1721396189452
1.03,3.17,11.6,0.02,0.02,-0.1,1721396189462
-0.75,-2.8,10.17,-0.06,0.1,-0.23,1721396189472
-1.53,-0.4,14.25,0.03,0.14,-0.2,1721396189482
-1.62,1.47,10.82,0.12,0.0,0.06,1721396189492
-0.19,-1.3,11.37,0.05,0.21,0.07,1721396189502
0.62,4.9,11.25,0.18,0.08,-0.02,1721396189512
0.68,0.27,7.14,0.12,0.08,-0.14,1721396189522
-0.18,-3.4,10.86,0.06,0.07,-0.21,1721396189532
-0.79,-1.11,6.69,0.15,-0.03,-0.14,1721396189542
-1.15,-6.98,6.81,0.05,0.11,-0.12,1721396189552
-1.14,3.18,12.29,0.18,0.18,-0.12,1721396189562
