AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,TimeDiff(ms),Acc_Magnitude,Gyr_Magnitude,Acc_L2Norm,Gyr_L2Norm,Acc_Mean,Gyr_Mean,Acc_Variance,Gyr_Variance,Acc_StdDev,Gyr_StdDev
-1.57,0.74,6.52,0.03,0.05,0.02,1721207094931,10000.0,6.747066029023282,0.0616441400296897,6.747066029023282,0.0616441400296897,1.8966666666666665,0.0333333333333333,17.365433333333332,0.0002333333333333,4.167185301055538,0.0152752523165194
0.48,0.02,5.39,-0.14,0.16,0.13,1721207094941,10000.0,5.411367664463393,0.2491987158875422,5.411367664463393,0.2491987158875422,1.9633333333333327,0.0499999999999999,8.859433333333333,0.0273,2.9764800240104643,0.165227116418583
1.52,-1.99,9.88,-0.24,0.12,0.03,1721207094951,10000.0,10.192394223145024,0.2699999999999999,10.192394223145024,0.2699999999999999,3.1366666666666667,-0.03,37.18443333333334,0.0351,6.097904011488976,0.1873499399519519
1.22,-0.65,10.44,0.0,0.13,-0.16,1721207094961,10000.0,10.531120548165802,0.206155281280883,10.531120548165802,0.206155281280883,3.67,-0.01,35.2489,0.0211,5.937078406084932,0.1452583904633395
-1.41,-1.14,7.93,-0.09,0.0,-0.13,1721207094971,10000.0,8.134654264318797,0.1581138830084189,8.134654264318797,0.1581138830084189,1.7933333333333332,-0.0733333333333333,28.26223333333333,0.0044333333333333,5.31622359700317,0.0665832811847939
-3.11,-1.35,16.35,-0.23,0.14,0.02,1721207094981,10000.0,16.69781722261925,0.27,16.69781722261925,0.27,3.963333333333333,-0.0233333333333333,115.84653333333335,0.0356333333333333,10.763202745155986,0.1887679351302369
-0.29,0.37,20.0,-0.06,0.12,0.2,1721207094991,10000.0,20.00552423707012,0.2408318915758459,20.00552423707012,0.2408318915758459,6.6933333333333325,0.0866666666666666,132.90943333333337,0.0177333333333333,11.528635363013844,0.1331665623695878
0.39,4.24,6.29,0.04,-0.11,0.27,1721207095001,10000.0,7.595643488210858,0.2942787793912432,7.595643488210858,0.2942787793912432,3.64,0.0666666666666666,8.9725,0.0366333333333333,2.995413160150032,0.1913983629327412
2.81,0.78,4.94,-0.03,0.23,0.1,1721207095011,10000.0,5.736558201569998,0.2525866188063018,5.736558201569998,0.2525866188063018,2.8433333333333337,0.1,4.327233333333334,0.0169,2.0802003108675216,0.13
2.7,-2.18,10.89,0.03,0.08,-0.13,1721207095021,10000.0,11.429545047813583,0.1555634918610404,11.429545047813583,0.1555634918610404,3.803333333333333,-0.0066666666666666,43.61923333333334,0.0120333333333333,6.604485849279514,0.1096965511460289
-0.3,2.62,10.71,0.12,0.03,-0.21,1721207095031,10000.0,11.029891205265807,0.2437211521390788,11.029891205265807,0.2437211521390788,4.343333333333334,-0.02,32.53243333333334,0.0290999999999999,5.70372100766976,0.1705872210923198
-2.15,5.5,9.27,0.12,0.04,-0.05,1721207095041,10000.0,10.991150986134254,0.1360147050873544,10.991150986134254,0.1360147050873544,4.206666666666666,0.0366666666666666,33.85863333333333,0.0072333333333333,5.818817176482978,0.0850490054811538
-2.39,-0.32,6.44,-0.1,0.05,0.17,1721207095051,10000.0,6.87663435119245,0.203469899493758,6.87663435119245,0.203469899493758,1.2433333333333334,0.04,21.325233333333337,0.0183,4.617925219547555,0.1352774925846868
-0.86,-2.51,9.35,-0.05,0.11,0.16,1721207095061,10000.0,9.719166630941151,0.2004993765576342,9.719166630941151,0.2004993765576342,1.9933333333333332,0.0733333333333333,41.271033333333335,0.0120333333333333,6.4242535234323785,0.1096965511460289
1.53,-1.25,7.58,0.05,0.02,0.13,1721207095071,10000.0,7.833249644943023,0.1407124727947029,7.833249644943023,0.1407124727947029,2.62,0.0666666666666666,20.3833,0.0032333333333333,4.514786816672522,0.0568624070307732
1.5,1.21,10.43,-0.04,0.07,0.03,1721207095081,10000.0,10.606554577241376,0.0860232526704262,10.606554577241376,0.0860232526704262,4.38,0.02,27.4729,0.0031,5.241459720345088,0.0556776436283002
0.44,0.45,12.86,-0.05,0.08,-0.1,1721207095091,10000.0,12.875391256191012,0.1374772708486752,12.875391256191012,0.1374772708486752,4.583333333333333,-0.0233333333333333,51.377433333333336,0.0086333333333333,7.167805335898383,0.0929157324317756
-1.91,-0.1,11.74,-0.11,-0.04,-0.13,1721207095101,10000.0,11.894776164350468,0.174928556845359,11.894776164350468,0.174928556845359,3.2433333333333336,-0.0933333333333333,54.96403333333333,0.0022333333333333,7.413773218364137,0.047258156262526
-2.94,-2.93,12.11,-0.14,0.06,0.04,1721207095111,10000.0,12.80158583926226,0.1574801574802362,12.80158583926226,0.1574801574802362,2.08,-0.0133333333333333,75.45069999999998,0.0121333333333333,8.686236239016297,0.110151410945722
-1.66,-2.37,11.54,0.02,0.01,0.2,1721207095121,10000.0,11.89723077022548,0.2012461179749811,11.89723077022548,0.2012461179749811,2.503333333333333,0.0766666666666666,61.37203333333332,0.0114333333333333,7.8340304654330595,0.1069267662156362
0.15,0.4,9.97,-0.05,0.03,0.15,1721207095131,10000.0,9.979148260247465,0.1609347693943108,9.979148260247465,0.1609347693943108,3.5066666666666677,0.0433333333333333,31.346633333333337,0.0101333333333333,5.598806420419743,0.1006644591369433
1.08,2.41,15.1,0.06,0.1,-0.01,1721207095141,10000.0,15.329204154162731,0.1170469991071962,15.329204154162731,0.1170469991071962,6.196666666666666,0.0499999999999999,59.89423333333332,0.0031,7.739136472070596,0.0556776436283002
0.26,5.61,8.43,0.24,-0.1,-0.09,1721207095151,10000.0,10.129392874205246,0.2751363298439521,10.129392874205246,0.2751363298439521,4.766666666666667,0.0166666666666666,17.220633333333335,0.0374333333333333,4.149775094307321,0.1934769581457526
-1.55,-3.31,3.8,-0.13,0.01,-0.01,1721207095161,10000.0,5.272437766346797,0.1307669683062202,5.272437766346797,0.1307669683062202,-0.3533333333333335,-0.0433333333333333,13.712033333333334,0.0057333333333333,3.702976280417326,0.0757187779440036
-3.83,-6.06,13.3,-0.13,-0.05,0.09,1721207095171,10000.0,15.109020484465564,0.1658312395177699,15.109020484465564,0.1658312395177699,1.1366666666666667,-0.03,112.20323333333334,0.0124,10.592602764822882,0.1113552872566004
0.75,4.18,16.08,0.18,0.16,0.07,1721207095181,10000.0,16.631334883285824,0.250798724079689,16.631334883285824,0.250798724079689,7.003333333333333,0.1366666666666666,64.73063333333332,0.0034333333333333,8.045534993605665,0.0585946527708231
1.07,2.63,3.63,0.14,-0.26,0.11,1721207095191,10000.0,4.608546408576136,0.3151190251317746,4.608546408576136,0.3151190251317746,2.4433333333333334,-0.0033333333333333,1.6645333333333332,0.0496333333333333,1.2901679477236028,0.2227853974867593
0.2,-0.68,8.49,-0.02,0.21,-0.03,1721207095201,10000.0,8.519536372362055,0.2130727575266251,8.519536372362055,0.2130727575266251,2.67,0.0533333333333333,25.597900000000003,0.0184333333333333,5.059436727541911,0.1357694123627753
0.58,-0.24,13.54,0.12,-0.11,-0.1,1721207095211,10000.0,13.554541674287623,0.191049731745428,13.554541674287623,0.191049731745428,4.626666666666666,-0.03,59.75373333333334,0.0169,7.730053902356266,0.13
-2.02,4.96,5.58,0.2,-0.18,-0.01,1721207095221,10000.0,7.734235579551479,0.2692582403567252,7.734235579551479,0.2692582403567252,2.84,0.0033333333333333,17.8108,0.0362333333333333,4.220284350609566,0.1903505538035897
-0.11,-2.73,6.93,-0.07,0.08,0.09,1721207095231,10000.0,7.449154314417173,0.1392838827718412,7.449154314417173,0.1392838827718412,1.3633333333333333,0.0333333333333333,24.95693333333333,0.0080333333333333,4.995691476996286,0.089628864398325
-0.98,-1.42,19.11,-0.09,0.0,0.01,1721207095241,10000.0,19.18772784881003,0.0905538513813741,19.18772784881003,0.0905538513813741,5.57,-0.0266666666666666,137.5471,0.0030333333333333,11.72804757834824,0.055075705472861
-0.76,2.96,15.94,0.19,-0.08,-0.11,1721207095251,10000.0,16.23030498789225,0.2336664289109584,16.23030498789225,0.2336664289109584,6.046666666666667,0.0,76.86813333333333,0.0273,8.767447367012439,0.165227116418583
-0.35,2.69,8.03,0.13,-0.07,-0.03,1721207095261,10000.0,8.475818544541877,0.1506651917331936,8.475818544541877,0.1506651917331936,3.4566666666666666,0.01,17.99693333333333,0.0112,4.242279261591973,0.1058300524425836
-1.54,4.01,9.46,0.01,-0.06,0.08,1721207095271,10000.0,10.389576507249949,0.1004987562112089,10.389576507249949,0.1004987562112089,3.9766666666666666,0.01,30.25083333333334,0.0049,5.500075757054019,0.07
-0.88,-0.31,9.83,0.09,-0.15,0.08,1721207095281,10000.0,9.874178446837997,0.1923538406167134,9.874178446837997,0.1923538406167134,2.8800000000000003,0.0066666666666666,36.3081,0.0184333333333333,6.025620300018911,0.1357694123627753
1.1,-0.57,12.15,0.13,0.04,0.09,1721207095291,10000.0,12.213001269139376,0.1630950643030009,12.213001269139376,0.1630950643030009,4.226666666666667,0.0866666666666666,47.78163333333333,0.0020333333333333,6.912426009248369,0.0450924975282289
1.84,0.2,6.86,0.23,-0.17,0.13,1721207095301,10000.0,7.105293801103513,0.3141655614481002,7.105293801103513,0.3141655614481002,2.966666666666667,0.0633333333333333,12.040933333333337,0.0433333333333333,3.470004803070644,0.2081665999466132
2.04,3.83,10.25,0.1,0.09,-0.03,1721207095311,10000.0,11.130723246941324,0.1378404875209022,11.130723246941324,0.1378404875209022,5.373333333333334,0.0533333333333333,18.63743333333333,0.0052333333333333,4.317109372408039,0.0723417813807023
1.02,2.98,9.87,0.19,-0.16,-0.16,1721207095321,10000.0,10.360390919265546,0.2954657340538831,10.360390919265546,0.2954657340538831,4.623333333333333,-0.0433333333333333,21.60603333333333,0.0408333333333333,4.648229053449639,0.202072594216369
0.02,1.6,8.28,0.18,-0.04,-0.12,1721207095331,10000.0,8.433196309822273,0.22,8.433196309822273,0.22,3.2999999999999994,0.0066666666666666,19.2244,0.0241333333333333,4.384563832355505,0.1553490693030805
-0.17,-1.51,6.75,0.04,-0.03,-0.01,1721207095341,10000.0,6.918923326645555,0.0509901951359278,6.918923326645555,0.0509901951359278,1.6900000000000002,5.782411586589358e-19,19.6516,0.0013,4.433012519720647,0.0360555127546398
-0.06,-4.03,14.7,-0.11,0.09,-0.06,1721207095351,10000.0,15.242522757076664,0.1542724862054151,15.242522757076664,0.1542724862054151,3.536666666666666,-0.0266666666666666,97.40523333333331,0.0108333333333333,9.869408965755412,0.1040832999733066
0.02,2.75,16.47,0.2,-0.03,-0.15,1721207095361,10000.0,16.69801784643914,0.2517935662402834,16.69801784643914,0.2517935662402834,6.413333333333333,0.0066666666666666,77.71563333333332,0.0316333333333333,8.815647074000486,0.177857620959388
-0.51,9.96,5.31,0.36,-0.1,-0.05,1721207095371,10000.0,11.298575131404846,0.3769615364994153,11.298575131404846,0.3769615364994153,4.920000000000001,0.07,27.519300000000005,0.0637,5.245884100892813,0.2523885892824792
-1.07,-2.1,-3.97,-0.09,-0.17,0.11,1721207095381,10000.0,4.616903724359,0.2215851980616034,4.616903724359,0.2215851980616034,-2.3800000000000003,-0.05,2.1613,0.0208,1.470136048126159,0.1442220510185595
-1.05,-11.11,10.88,-0.44,0.22,0.05,1721207095391,10000.0,15.585538168443206,0.4944694126030446,15.585538168443206,0.4944694126030446,-0.4266666666666664,-0.0566666666666666,121.18143333333332,0.1174333333333333,11.008243880534868,0.3426854728950927
0.72,1.23,25.89,0.15,0.03,-0.09,1721207095401,10000.0,25.92919975625935,0.1774823934929884,25.92919975625935,0.1774823934929884,9.28,0.03,206.9841,0.0144,14.386941996129684,0.12
0.26,6.13,3.05,0.25,-0.32,-0.08,1721207095411,10000.0,6.851788087791391,0.4138840417314975,6.851788087791391,0.4138840417314975,3.1466666666666665,-0.05,8.621233333333333,0.0819,2.936193681168416,0.2861817604250837
-0.84,1.77,8.62,-0.33,0.27,-0.1,1721207095421,10000.0,8.83984728374874,0.4379497688091638,8.83984728374874,0.4379497688091638,3.183333333333333,-0.0533333333333333,23.87103333333333,0.0916333333333333,4.885799149917373,0.302709982216202
-1.66,-2.51,19.05,-0.04,-0.18,0.04,1721207095431,10000.0,19.28621787702296,0.188679622641132,19.28621787702296,0.188679622641132,4.96,-0.06,149.07670000000002,0.0124,12.209696965936542,0.1113552872566004
-0.74,-3.78,7.57,-0.09,-0.09,0.05,1721207095441,10000.0,8.493579928392974,0.1367479433117734,8.493579928392974,0.1367479433117734,1.0166666666666668,-0.0433333333333333,34.52003333333334,0.0065333333333333,5.875375165326325,0.0808290376865476
0.41,1.18,10.18,-0.12,0.07,-0.04,1721207095451,10000.0,10.256359003077064,0.1445683229480096,10.256359003077064,0.1445683229480096,3.923333333333333,-0.03,29.50763333333333,0.0091,5.432092905440161,0.0953939201416945
0.72,4.89,8.23,0.05,-0.07,-0.09,1721207095461,10000.0,9.600177081700108,0.1244989959798873,9.600177081700108,0.1244989959798873,4.613333333333333,-0.0366666666666666,14.157433333333335,0.0057333333333333,3.762636487003938,0.0757187779440036
0.38,2.27,5.31,-0.09,-0.09,-0.03,1721207095471,10000.0,5.787348270149291,0.1307669683062202,5.787348270149291,0.1307669683062202,2.653333333333333,-0.0699999999999999,6.186433333333333,0.0012,2.4872541754580157,0.0346410161513775
-0.9,-1.87,7.11,-0.11,-0.08,-0.09,1721207095481,10000.0,7.406686168591187,0.1630950643030009,7.406686168591187,0.1630950643030009,1.4466666666666663,-0.0933333333333333,24.290233333333337,0.0002333333333333,4.9285122839791455,0.0152752523165194
1.75,-5.13,11.83,-0.25,0.2,-0.25,1721207095491,10000.0,13.012620796749593,0.406201920231798,13.012620796749593,0.406201920231798,2.8166666666666664,-0.0999999999999999,72.76373333333333,0.0675,8.53016607888342,0.2598076211353316
-0.67,4.64,13.68,-0.17,-0.14,-0.28,1721207095501,10000.0,14.461013104205389,0.3562302626111375,14.461013104205389,0.3562302626111375,5.883333333333333,-0.1966666666666666,52.64003333333333,0.0054333333333333,7.255345156044151,0.0737111479583199
-3.14,3.14,9.42,-0.19,0.0,-0.21,1721207095511,10000.0,10.414201841715956,0.2831960451701259,10.414201841715956,0.2831960451701259,3.14,-0.1333333333333333,39.4384,0.0134333333333333,6.28,0.1159022576714247
-2.85,-4.77,9.51,-0.12,-0.05,0.12,1721207095521,10000.0,11.014331573000696,0.1769180601295413,11.014331573000696,0.1769180601295413,0.6300000000000002,-0.0166666666666666,60.06239999999999,0.0152333333333333,7.749993548384411,0.1234233905438241
-0.4,-0.54,7.08,-0.02,0.05,0.16,1721207095531,10000.0,7.11182114510763,0.1688194301613413,7.11182114510763,0.1688194301613413,2.0466666666666664,0.0633333333333333,19.00573333333333,0.0082333333333333,4.359556552372424,0.0907377172587746
1.73,0.06,8.15,-0.18,0.04,0.04,1721207095541,10000.0,8.331806526798374,0.188679622641132,8.331806526798374,0.188679622641132,3.313333333333334,-0.0333333333333333,18.24223333333333,0.0161333333333333,4.271092756348582,0.1270170592217177
1.4,0.7,15.27,-0.23,0.05,-0.2,1721207095551,10000.0,15.35001302931043,0.30886890422961,15.35001302931043,0.30886890422961,5.789999999999999,-0.1266666666666666,67.52529999999999,0.0236333333333333,8.2173779272953,0.1537313674346694
-0.26,0.01,12.91,-0.06,-0.11,-0.19,1721207095561,10000.0,12.912621732243224,0.2275961335348208,12.912621732243224,0.2275961335348208,4.22,-0.12,56.65530000000001,0.0043,7.526971502536728,0.06557438524302
-1.74,-0.48,8.24,-0.11,-0.02,-0.03,1721207095571,10000.0,8.435377881280719,0.1157583690279022,8.435377881280719,0.1157583690279022,2.006666666666667,-0.0533333333333333,29.537733333333332,0.0024333333333333,5.43486277042331,0.0493288286231624
-0.18,2.28,12.89,-0.05,0.08,-0.0,1721207095581,10000.0,13.091329191491596,0.094339811320566,13.091329191491596,0.094339811320566,4.996666666666667,0.01,48.24143333333334,0.0043,6.945605325191847,0.06557438524302
2.19,1.94,11.49,-0.04,0.03,-0.06,1721207095591,10000.0,11.856635273128711,0.0781024967590665,11.856635273128711,0.0781024967590665,5.206666666666667,-0.0233333333333333,29.625833333333336,0.0022333333333333,5.442961816266337,0.047258156262526
0.76,0.52,8.48,-0.05,-0.05,-0.15,1721207095601,10000.0,8.5298534571234,0.1658312395177699,8.5298534571234,0.1658312395177699,3.2533333333333334,-0.0833333333333333,20.50293333333333,0.0033333333333333,4.528016489958195,0.0577350269189625
-1.27,-0.8,7.97,0.02,0.03,-0.23,1721207095611,10000.0,8.110104808200692,0.2328089345364563,8.110104808200692,0.2328089345364563,1.9666666666666663,-0.06,27.085233333333328,0.0217,5.204347541559204,0.1473091986265623
-0.97,-1.98,11.33,0.06,0.1,-0.1,1721207095621,10000.0,11.542538715551272,0.1536229149573721,11.542538715551272,0.1536229149573721,2.793333333333333,0.02,54.911033333333336,0.0112,7.410197928080824,0.1058300524425836
-0.13,-0.13,7.58,0.21,-0.08,0.05,1721207095631,10000.0,7.582229223651841,0.2302172886644267,7.582229223651841,0.2302172886644267,2.44,0.06,19.8147,0.0211,4.451370575452015,0.1452583904633395
1.65,0.96,8.52,0.06,0.14,-0.05,1721207095641,10000.0,8.731237025759865,0.1603121954188139,8.731237025759865,0.1603121954188139,3.71,0.05,17.4711,0.0091,4.179844494715084,0.0953939201416945
0.7,4.47,12.91,0.15,0.01,-0.19,1721207095651,10000.0,13.679875730429718,0.2422808287917143,13.679875730429718,0.2422808287917143,6.026666666666666,-0.01,39.08843333333333,0.0292,6.25207432244158,0.1708800749063506
0.1,3.24,10.47,0.11,0.07,-0.22,1721207095661,10000.0,10.960314776501631,0.2557342370508884,10.960314776501631,0.2557342370508884,4.6033333333333335,-0.0133333333333333,28.27823333333334,0.0324333333333333,5.317728211683382,0.1800925687898679
-0.87,-4.4,7.77,-0.0,-0.02,-0.13,1721207095671,10000.0,8.971610780679242,0.131529464379659,8.971610780679242,0.131529464379659,0.833333333333333,-0.0499999999999999,39.20323333333333,0.0049,6.26124854428678,0.07
-1.67,-4.74,11.85,-0.13,0.12,-0.1,1721207095681,10000.0,12.871635482719356,0.2032240143290157,12.871635482719356,0.2032240143290157,1.8133333333333328,-0.0366666666666666,77.90723333333335,0.0186333333333333,8.826507425552496,0.1365039681962884
-0.6,1.13,15.36,0.1,0.08,-0.04,1721207095691,10000.0,15.413192401316476,0.1341640786499874,15.413192401316476,0.1341640786499874,5.296666666666666,0.0466666666666666,76.70123333333332,0.0057333333333333,8.757924031032315,0.0757187779440036
0.84,7.88,7.6,0.39,0.08,-0.04,1721207095701,10000.0,10.979981785048643,0.4001249804748511,10.979981785048643,0.4001249804748511,5.44,0.1433333333333333,15.8896,0.0492333333333333,3.9861761125168567,0.2218858565419016
1.84,-1.07,3.75,0.1,0.13,-0.04,1721207095711,10000.0,4.311960111132755,0.1688194301613413,4.311960111132755,0.1688194301613413,1.5066666666666666,0.0633333333333333,5.8914333333333335,0.0082333333333333,2.427227499294892,0.0907377172587746
-2.36,0.27,16.24,-0.11,-0.14,-0.25,1721207095721,10000.0,16.412802929420675,0.3069201850644561,16.412802929420675,0.3069201850644561,4.716666666666666,-0.1666666666666666,101.31963333333331,0.0054333333333333,10.06576541219461,0.0737111479583199
-1.86,1.61,17.41,0.13,0.09,-0.23,1721207095731,10000.0,17.58294059592991,0.2791057147390572,17.58294059592991,0.2791057147390572,5.72,-0.0033333333333333,105.50230000000002,0.0389333333333333,10.271431253725064,0.1973153144926498
-0.94,-0.27,2.65,0.05,0.03,0.06,1721207095741,10000.0,2.824712374738356,0.0836660026534075,2.824712374738356,0.0836660026534075,0.48,0.0466666666666666,3.6439,0.0002333333333333,1.9089002069254437,0.0152752523165194
-0.82,0.77,8.6,-0.02,0.18,0.18,1721207095751,10000.0,8.673251985270577,0.255342906696074,8.673251985270577,0.255342906696074,2.85,0.1133333333333333,25.4289,0.0133333333333333,5.042707606038645,0.1154700538379251
2.83,-2.48,14.3,0.16,0.11,0.0,1721207095761,10000.0,14.78679478453664,0.194164878389476,14.78679478453664,0.194164878389476,4.883333333333334,0.09,73.55423333333334,0.0066999999999999,8.57637646872695,0.0818535277187244
0.7,0.68,10.56,0.21,-0.03,-0.16,1721207095771,10000.0,10.604998821310636,0.2657066051117284,10.604998821310636,0.2657066051117284,3.98,0.0066666666666666,32.4724,0.0352333333333333,5.698455931215052,0.1877054430040145
0.44,0.95,9.8,0.16,0.2,-0.16,1721207095781,10000.0,9.855764810505576,0.30199337741083,9.855764810505576,0.30199337741083,3.73,0.0666666666666666,27.6987,0.0389333333333333,5.262955443474702,0.1973153144926499
-0.09,4.86,14.68,0.16,0.12,-0.1,1721207095791,10000.0,15.4638319959834,0.2236067977499789,15.4638319959834,0.2236067977499789,6.483333333333333,0.06,56.51463333333332,0.0196,7.517621521022013,0.1399999999999999
-1.97,3.52,9.56,0.17,-0.07,0.02,1721207095801,10000.0,10.37616981356801,0.1849324200890693,10.37616981356801,0.1849324200890693,3.7033333333333336,0.04,33.26043333333334,0.0147,5.7671859111123975,0.1212435565298214
-2.09,-0.6,4.87,0.17,0.03,0.07,1721207095811,10000.0,5.333385416412356,0.1862793601019716,5.333385416412356,0.1862793601019716,0.7266666666666667,0.09,13.430433333333331,0.0052,3.664755562562575,0.0721110255092798
1.1,-4.56,6.21,0.05,0.23,0.06,1721207095821,10000.0,7.782525297099907,0.2428991560298224,7.782525297099907,0.2428991560298224,0.9166666666666669,0.1133333333333333,29.02343333333333,0.0102333333333333,5.387340098168421,0.1011599393699567
