AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
1.48,0.51,9.43,0.08,0.13,-0.19,1721396290644,paving_stone
0.79,0.66,10.14,0.1,0.03,-0.3,1721396290648,paving_stone
-0.03,-1.98,11.09,0.11,-0.05,-0.29,1721396290657,paving_stone
-2.09,-1.41,11.08,0.13,0.04,-0.37,1721396290667,paving_stone
-2.49,0.9,10.06,0.27,-0.06,-0.21,1721396290677,paving_stone
-0.96,0.96,10.37,0.24,0.06,-0.09,1721396290687,paving_stone
0.92,3.3,10.99,0.3,-0.03,-0.12,1721396290697,paving_stone
1.52,2.82,6.61,0.28,-0.0,-0.22,1721396290707,paving_stone
-0.01,-2.46,8.52,0.22,0.03,-0.35,1721396290717,paving_stone
-0.78,3.34,9.98,0.3,-0.02,-0.26,1721396290727,paving_stone
-0.81,0.95,7.54,0.17,0.06,-0.09,1721396290737,paving_stone
0.37,4.4,14.14,0.12,0.15,-0.11,1721396290747,paving_stone
0.14,2.58,7.14,0.13,-0.07,-0.18,1721396290757,paving_stone
-1.07,-2.92,10.97,-0.1,0.16,-0.25,1721396290767,paving_stone
-2.55,2.12,8.21,0.11,-0.03,-0.2,1721396290777,paving_stone
-1.86,-2.05,5.78,0.08,0.1,-0.11,1721396290787,paving_stone
-0.6,1.08,9.65,0.16,-0.01,-0.09,1721396290797,paving_stone
1.54,2.57,7.45,0.12,0.04,-0.07,1721396290807,paving_stone
1.0,-3.0,10.45,-0.13,-0.01,-0.19,1721396290817,paving_stone
-0.19,-1.53,12.74,-0.1,0.04,-0.28,1721396290827,paving_stone
-1.02,-1.48,10.16,-0.15,0.04,-0.18,1721396290837,paving_stone
-1.09,2.42,11.83,-0.02,0.07,-0.15,1721396290847,paving_stone
-1.01,-0.1,6.96,0.03,-0.03,-0.08,1721396290857,paving_stone
-1.23,0.04,10.98,-0.06,0.07,-0.1,1721396290867,paving_stone
-0.61,-0.68,9.72,-0.07,-0.0,-0.1,1721396290877,paving_stone
-0.24,-1.15,10.78,-0.2,0.09,-0.07,1721396290887,paving_stone
0.2,2.8,11.72,-0.07,0.05,-0.05,1721396290897,paving_stone
0.06,-1.55,6.62,-0.06,-0.05,-0.08,1721396290907,paving_stone
-1.35,-1.98,9.53,-0.07,-0.01,-0.17,1721396290917,paving_stone
-1.33,2.72,7.08,0.05,0.01,-0.13,1721396290927,paving_stone
-0.38,-0.8,10.11,-0.09,0.04,-0.03,1721396290937,paving_stone
0.3,1.37,10.28,-0.05,0.02,-0.09,1721396290947,paving_stone
1.44,-2.27,9.17,-0.14,0.01,-0.18,1721396290957,paving_stone
-0.92,-1.44,7.92,-0.1,-0.05,-0.17,1721396290967,paving_stone
-1.06,0.82,12.53,-0.2,0.13,-0.22,1721396290977,paving_stone
-1.0,4.24,10.7,-0.05,-0.1,-0.07,1721396290987,paving_stone
0.31,-4.56,10.27,-0.24,0.07,-0.03,1721396290997,paving_stone
-0.08,0.82,13.75,-0.09,-0.06,-0.12,1721396291007,paving_stone
0.66,1.32,9.4,-0.17,0.07,-0.23,1721396291017,paving_stone
-1.13,1.49,12.8,-0.11,-0.04,-0.24,1721396291027,paving_stone
-1.57,-1.08,9.4,-0.11,0.01,-0.18,1721396291037,paving_stone
-1.67,-2.83,9.67,-0.13,-0.0,-0.06,1721396291047,paving_stone
-0.42,-0.05,12.01,-0.05,0.03,-0.03,1721396291057,paving_stone
1.15,4.36,12.4,-0.03,-0.03,-0.11,1721396291067,paving_stone
1.17,1.8,11.18,-0.02,-0.02,-0.28,1721396291077,paving_stone
-0.85,-0.34,11.15,0.05,-0.04,-0.33,1721396291087,paving_stone
-1.59,-1.85,10.0,0.04,-0.0,-0.23,1721396291097,paving_stone
-0.61,1.96,12.02,0.06,0.06,-0.12,1721396291107,paving_stone
0.81,3.62,11.62,0.11,0.01,-0.13,1721396291117,paving_stone
-0.17,2.62,10.44,0.1,-0.06,-0.26,1721396291127,paving_stone
-0.64,1.46,10.4,0.12,0.0,-0.31,1721396291137,paving_stone
-0.97,0.33,9.83,0.05,-0.03,-0.24,1721396291147,paving_stone
-0.12,-0.66,9.82,-0.03,0.07,-0.2,1721396291157,paving_stone
-0.05,0.07,9.02,0.01,-0.01,-0.21,1721396291167,paving_stone
-0.34,0.04,9.67,0.04,0.06,-0.28,1721396291177,paving_stone
-1.12,0.23,9.58,0.05,-0.03,-0.21,1721396291187,paving_stone
-1.12,1.61,10.93,-0.02,0.05,-0.15,1721396291197,paving_stone
0.12,1.96,9.89,-0.03,0.02,-0.14,1721396291207,paving_stone
-0.04,-1.15,8.6,-0.08,0.0,-0.24,1721396291217,paving_stone
-0.58,-0.31,9.58,0.0,0.04,-0.27,1721396291227,paving_stone
-1.92,-0.73,6.6,0.05,-0.04,-0.21,1721396291237,paving_stone
-1.93,-1.45,9.4,-0.01,0.13,-0.1,1721396291247,paving_stone
-0.99,5.25,11.43,0.09,0.04,-0.01,1721396291257,paving_stone
0.19,1.22,8.98,-0.15,0.11,-0.12,1721396291267,paving_stone
-1.12,9.11,14.91,-0.05,0.01,-0.27,1721396291277,paving_stone
-1.41,1.69,5.77,-0.11,-0.01,-0.25,1721396291287,paving_stone
-3.18,-3.07,11.19,-0.21,0.04,-0.18,1721396291297,paving_stone
-1.86,-2.56,7.4,0.01,-0.1,0.06,1721396291307,paving_stone
1.45,-3.64,8.4,-0.09,0.15,0.26,1721396291317,paving_stone
2.45,-0.11,9.02,-0.0,-0.1,0.03,1721396291327,paving_stone
3.08,3.22,11.27,-0.06,0.11,-0.33,1721396291337,paving_stone
-0.91,-1.1,8.11,-0.01,-0.22,-0.45,1721396291347,paving_stone
-2.93,-3.63,11.69,-0.19,0.12,-0.36,1721396291357,paving_stone
-2.72,3.13,13.6,-0.02,-0.03,-0.08,1721396291367,paving_stone
