AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-0.16,-3.21,3.69,0.15,0.06,-0.1,1722170912610,paving_stone
-1.42,-1.52,12.89,-0.21,0.19,-0.14,1722170912619,paving_stone
-2.17,0.92,9.47,0.18,0.07,-0.08,1722170912628,paving_stone
-1.29,2.48,10.74,-0.09,0.21,0.0,1722170912637,paving_stone
0.0,2.42,10.01,0.27,0.06,0.17,1722170912646,paving_stone
1.21,1.83,8.27,-0.09,0.25,0.1,1722170912655,paving_stone
1.7,-4.63,4.96,-0.04,0.07,-0.08,1722170912664,paving_stone
-1.15,-1.78,14.85,-0.03,0.06,-0.15,1722170912673,paving_stone
-1.22,0.88,10.17,-0.09,0.23,-0.08,1722170912682,paving_stone
-1.67,6.44,14.53,0.28,0.07,0.12,1722170912691,paving_stone
0.17,-0.47,11.86,-0.06,0.25,0.19,1722170912700,paving_stone
0.75,3.62,4.26,0.38,0.03,0.16,1722170912709,paving_stone
1.1,1.12,13.75,-0.19,0.33,0.07,1722170912719,paving_stone
3.28,3.38,10.59,0.17,0.14,-0.01,1722170912728,paving_stone
0.11,2.32,17.71,0.12,0.19,-0.01,1722170912737,paving_stone
1.73,5.11,3.16,0.07,0.2,-0.03,1722170912746,paving_stone
-0.4,0.48,7.39,0.08,0.02,-0.06,1722170912755,paving_stone
-1.27,-5.21,11.99,-0.27,0.11,-0.04,1722170912764,paving_stone
-2.87,-2.13,10.8,0.2,-0.02,0.07,1722170912773,paving_stone
-2.76,-4.44,14.48,-0.53,0.34,-0.01,1722170912782,paving_stone
-2.28,1.2,12.71,0.52,-0.11,0.23,1722170912791,paving_stone
-1.8,0.89,7.7,-0.28,0.33,0.24,1722170912800,paving_stone
0.19,3.35,13.04,0.13,0.18,0.22,1722170912809,paving_stone
0.59,5.85,8.38,-0.07,0.08,0.21,1722170912818,paving_stone
0.42,0.14,8.25,-0.2,-0.0,0.23,1722170912827,paving_stone
0.7,-1.25,10.21,-0.1,-0.09,0.37,1722170912836,paving_stone
1.02,-2.73,8.6,-0.27,-0.0,0.22,1722170912845,paving_stone
-0.31,1.18,9.67,-0.13,-0.15,0.19,1722170912854,paving_stone
-0.84,5.26,12.02,-0.27,0.02,0.12,1722170912863,paving_stone
0.08,-6.4,8.69,-0.27,0.01,0.12,1722170912872,paving_stone
-1.04,-5.34,6.62,-0.16,-0.06,0.1,1722170912881,paving_stone
-1.49,-0.74,13.79,-0.25,0.0,0.13,1722170912890,paving_stone
-0.92,0.83,10.34,-0.1,0.0,0.25,1722170912899,paving_stone
-1.81,7.65,16.03,0.09,-0.05,0.32,1722170912908,paving_stone
3.21,1.8,8.14,-0.4,0.12,0.43,1722170912917,paving_stone
2.62,2.16,18.48,0.02,-0.19,0.36,1722170912926,paving_stone
3.81,-3.4,4.98,-0.18,-0.14,0.19,1722170912935,paving_stone
-0.08,-4.8,9.98,0.04,-0.11,-0.04,1722170912944,paving_stone
-1.14,0.3,9.75,-0.04,0.19,-0.21,1722170912953,paving_stone
-2.58,-0.11,11.7,0.11,-0.02,0.11,1722170912962,paving_stone
-2.49,3.37,14.7,0.06,0.0,0.39,1722170912971,paving_stone
-0.43,-0.26,5.56,0.23,-0.08,0.46,1722170912980,paving_stone
2.71,0.24,13.23,-0.06,0.21,0.37,1722170912989,paving_stone
5.43,3.49,10.05,0.2,-0.02,0.32,1722170912998,paving_stone
3.63,3.85,16.15,0.04,0.06,0.07,1722170913007,paving_stone
2.12,-3.36,7.15,0.18,-0.09,-0.14,1722170913016,paving_stone
-1.12,-0.24,8.81,0.04,-0.01,-0.13,1722170913025,paving_stone
-1.42,-0.15,5.06,0.14,-0.02,0.26,1722170913034,paving_stone
-0.4,0.01,12.02,0.01,0.11,0.44,1722170913043,paving_stone
2.68,-2.66,9.45,0.02,0.12,0.3,1722170913052,paving_stone
3.32,0.3,13.88,0.08,0.01,0.05,1722170913061,paving_stone
1.85,3.41,7.91,0.18,-0.05,-0.08,1722170913070,paving_stone
0.76,3.11,11.37,-0.13,0.17,0.03,1722170913079,paving_stone
