AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-1.3,2.21,19.21,0.05,0.04,0.3,1721206666661
0.04,6.86,13.63,0.27,-0.04,0.36,1721206666667
2.27,1.85,-0.32,0.07,-0.05,0.23,1721206666676
0.31,-6.5,7.62,-0.33,0.02,0.01,1721206666686
-0.85,-0.49,20.06,-0.08,-0.09,-0.05,1721206666695
-1.89,1.86,8.49,0.17,-0.16,0.14,1721206666705
-1.57,2.98,2.16,0.03,0.01,0.22,1721206666714
0.86,-0.26,10.58,-0.16,0.04,0.26,1721206666724
1.64,-1.67,12.24,-0.11,-0.12,0.13,1721206666733
2.42,-4.45,17.45,-0.15,0.04,0.04,1721206666743
0.08,1.08,11.46,0.1,-0.19,-0.04,1721206666752
-1.23,1.52,3.79,0.08,-0.03,-0.02,1721206666762
-1.33,-0.84,9.89,0.1,-0.04,0.11,1721206666771
1.52,10.54,11.65,0.42,0.01,0.15,1721206666781
3.28,3.85,4.68,0.18,-0.07,0.14,1721206666790
1.24,-9.14,8.83,-0.2,-0.04,-0.0,1721206666800
0.53,-3.14,16.86,-0.02,-0.05,-0.07,1721206666809
-1.28,9.15,11.58,0.25,-0.14,-0.1,1721206666819
-0.99,2.68,3.4,-0.01,-0.1,-0.04,1721206666828
-0.63,-9.73,10.82,-0.31,-0.01,-0.01,1721206666838
-0.18,-1.61,22.36,0.07,0.04,-0.06,1721206666847
-0.64,5.83,9.9,0.3,-0.13,-0.07,1721206666857
-0.32,5.07,2.61,0.05,-0.04,0.1,1721206666866
2.0,-2.41,10.71,-0.11,0.1,0.23,1721206666876
2.31,-3.41,12.2,0.14,-0.03,-0.02,1721206666885
0.56,-5.15,10.22,-0.07,-0.05,-0.47,1721206666895
-3.2,5.47,18.81,0.15,-0.11,-0.34,1721206666904
-2.87,3.66,6.24,0.3,-0.03,0.15,1721206666914
-0.27,2.71,8.12,0.12,0.17,0.34,1721206666923
2.38,3.16,7.13,0.24,-0.05,0.19,1721206666933
5.59,-0.75,2.37,0.12,0.04,0.01,1721206666942
2.64,-5.17,2.02,-0.22,-0.0,-0.35,1721206666952
-1.42,-9.53,18.61,-0.35,0.06,-0.52,1721206666961
-5.03,-0.92,21.6,0.39,-0.2,0.06,1721206666971
-0.82,5.9,3.33,0.44,0.12,0.56,1721206666980
4.52,0.4,4.15,-0.11,0.22,0.11,1721206666990
1.71,-3.29,20.82,-0.16,-0.07,-0.44,1721206666999
-3.46,3.46,18.5,0.29,-0.04,-0.4,1721206667009
-4.39,4.11,1.79,0.26,-0.08,0.06,1721206667018
-1.7,0.83,4.81,-0.17,0.14,0.36,1721206667028
2.37,3.49,17.44,-0.11,0.12,0.19,1721206667037
3.78,-1.1,10.43,-0.04,-0.01,-0.06,1721206667047
2.25,-6.01,7.31,-0.3,0.04,-0.22,1721206667056
-0.51,3.94,12.34,-0.0,0.03,-0.13,1721206667066
-0.59,3.78,1.67,0.09,-0.04,-0.02,1721206667075
-1.01,2.93,9.07,-0.07,0.1,-0.09,1721206667085
-1.1,-0.02,7.26,0.07,-0.17,0.02,1721206667094
-0.36,-8.83,10.42,-0.44,0.14,0.09,1721206667104
0.09,3.08,29.13,-0.26,0.08,-0.01,1721206667113
