AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
1.97,5.49,19.0,-0.1,-0.42,-0.13,1721207674198,paving_stone
3.69,5.1,13.43,0.14,-0.24,-0.32,1721207674203,paving_stone
-0.15,-1.83,0.89,-0.27,-0.19,-0.35,1721207674213,paving_stone
-2.61,1.85,11.34,-0.13,0.09,-0.3,1721207674223,paving_stone
-0.43,-0.46,10.07,-0.14,-0.19,-0.06,1721207674233,paving_stone
-1.26,1.5,9.46,-0.12,-0.13,-0.05,1721207674243,paving_stone
1.56,-1.26,7.5,-0.05,-0.1,-0.06,1721207674253,paving_stone
2.34,-2.9,11.8,-0.25,0.07,-0.21,1721207674263,paving_stone
1.11,3.1,14.99,-0.07,-0.08,-0.36,1721207674273,paving_stone
0.87,1.17,8.41,-0.03,-0.11,-0.38,1721207674283,paving_stone
-0.7,-1.92,9.33,-0.14,-0.0,-0.31,1721207674293,paving_stone
-0.08,3.73,14.23,0.06,0.06,-0.26,1721207674303,paving_stone
0.25,1.18,9.47,-0.03,-0.11,-0.15,1721207674313,paving_stone
0.22,-1.81,10.94,-0.15,0.05,-0.25,1721207674323,paving_stone
1.09,0.4,10.06,0.01,-0.02,-0.34,1721207674333,paving_stone
0.31,1.26,7.75,0.03,0.03,-0.39,1721207674343,paving_stone
-0.57,-1.16,12.28,-0.01,0.08,-0.37,1721207674352,paving_stone
-1.78,0.08,10.34,0.07,-0.02,-0.27,1721207674362,paving_stone
-1.35,-0.6,8.05,0.02,0.12,-0.27,1721207674372,paving_stone
-0.07,0.11,13.63,0.03,0.17,-0.34,1721207674382,paving_stone
-0.52,1.11,7.78,0.16,-0.05,-0.3,1721207674392,paving_stone
0.29,1.46,10.87,0.14,0.34,-0.35,1721207674402,paving_stone
0.23,-1.63,12.12,0.09,0.05,-0.39,1721207674412,paving_stone
-2.64,4.0,11.38,0.12,0.11,-0.38,1721207674422,paving_stone
-0.79,7.49,9.31,0.22,0.11,-0.3,1721207674432,paving_stone
-0.22,-4.92,6.89,-0.06,0.02,-0.22,1721207674442,paving_stone
-0.55,-3.14,13.11,0.07,0.24,-0.24,1721207674452,paving_stone
0.86,1.3,8.52,0.18,0.05,-0.36,1721207674462,paving_stone
-1.34,1.65,7.61,-0.01,0.11,-0.39,1721207674472,paving_stone
0.33,1.96,18.5,0.02,0.38,-0.4,1721207674482,paving_stone
-1.2,-3.42,11.17,0.02,-0.06,-0.27,1721207674492,paving_stone
-3.69,1.12,8.35,0.04,0.2,-0.17,1721207674502,paving_stone
0.54,1.07,9.77,0.11,0.18,-0.07,1721207674512,paving_stone
1.38,1.19,7.99,0.1,0.1,-0.15,1721207674522,paving_stone
1.34,0.23,9.16,0.15,0.21,-0.34,1721207674532,paving_stone
-1.0,-3.06,6.45,0.03,0.07,-0.43,1721207674542,paving_stone
-2.59,3.05,11.88,0.07,0.25,-0.29,1721207674552,paving_stone
-0.97,3.92,11.54,0.04,0.15,-0.07,1721207674562,paving_stone
-1.81,-0.45,8.54,-0.06,0.04,-0.09,1721207674572,paving_stone
-1.01,-2.27,8.77,0.02,0.16,-0.09,1721207674582,paving_stone
0.77,0.13,7.37,0.06,0.11,-0.01,1721207674592,paving_stone
1.06,-2.37,7.99,-0.17,0.13,-0.06,1721207674602,paving_stone
0.44,-0.85,18.06,-0.03,0.16,-0.21,1721207674612,paving_stone
0.52,-0.15,10.18,0.19,0.04,-0.19,1721207674622,paving_stone
-1.3,5.82,9.16,0.06,0.24,-0.19,1721207674632,paving_stone
-1.21,5.16,11.6,0.01,0.09,-0.02,1721207674642,paving_stone
