AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-3.97,0.83,7.67,-0.12,-0.07,0.34,1721207474680
-3.15,-0.46,8.75,-0.1,-0.05,0.41,1721207474684
2.13,-0.97,10.8,0.09,-0.05,0.48,1721207474693
6.05,-2.67,9.51,0.03,-0.04,0.24,1721207474703
3.19,6.01,10.72,-0.0,-0.22,-0.15,1721207474713
0.98,4.56,8.56,-0.03,-0.19,-0.4,1721207474723
0.64,-3.48,9.56,-0.03,-0.17,-0.31,1721207474733
-1.41,-4.19,9.68,0.03,-0.14,-0.18,1721207474743
-1.83,-2.03,9.72,0.02,-0.09,-0.01,1721207474752
-1.05,-5.85,9.61,-0.14,-0.07,0.06,1721207474762
1.14,-0.24,21.53,-0.05,0.01,0.03,1721207474772
2.14,7.35,13.34,0.33,-0.19,-0.04,1721207474782
2.8,0.39,1.1,0.18,-0.03,-0.04,1721207474792
2.53,3.22,12.87,0.1,0.2,-0.29,1721207474802
0.05,1.25,10.79,0.13,-0.27,-0.34,1721207474812
-0.75,-6.43,8.79,-0.19,0.07,-0.29,1721207474822
-0.97,5.39,17.12,0.12,-0.03,-0.14,1721207474832
0.3,2.9,5.2,0.13,-0.03,-0.01,1721207474842
2.7,-1.15,10.98,0.02,0.17,-0.15,1721207474852
3.55,0.79,13.67,0.23,0.05,-0.44,1721207474862
-0.18,3.58,10.99,0.16,0.01,-0.57,1721207474872
-2.94,2.99,10.75,0.19,-0.01,-0.41,1721207474882
-2.73,-5.76,7.07,0.03,0.06,-0.23,1721207474892
-1.6,-0.18,16.34,0.09,0.13,-0.13,1721207474902
0.33,5.02,10.53,0.31,0.04,-0.15,1721207474912
0.99,-0.62,5.38,0.1,0.12,-0.24,1721207474922
-0.35,1.97,13.26,0.12,0.1,-0.42,1721207474932
-1.78,3.55,7.9,0.33,0.01,-0.4,1721207474942
-1.9,2.92,4.3,0.25,0.13,-0.27,1721207474952
-0.92,0.22,5.85,0.1,0.1,-0.16,1721207474962
0.76,-1.88,10.14,0.01,0.15,-0.21,1721207474972
1.43,-2.28,8.01,0.05,0.03,-0.31,1721207474982
0.4,-4.23,13.5,-0.15,0.19,-0.39,1721207474992
