AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
1.84,24.36,14.94,0.47,0.14,-0.73,1721921365593,cobblestone
-6.26,25.21,8.03,0.44,-0.31,-0.76,1721921365603,cobblestone
-9.38,-2.62,-0.92,-0.15,-0.03,-0.22,1721921365612,cobblestone
-8.67,-27.53,14.64,-0.37,0.11,0.33,1721921365621,cobblestone
-0.89,-6.05,7.84,0.2,-0.14,0.66,1721921365630,cobblestone
6.27,-5.71,-10.43,-0.33,0.42,0.34,1721921365639,cobblestone
3.23,2.06,17.98,0.0,-0.07,-0.18,1721921365648,cobblestone
2.55,3.19,3.45,0.81,-0.43,-0.41,1721921365657,cobblestone
-0.18,-12.61,2.21,0.02,-0.38,0.16,1721921365666,cobblestone
2.28,24.78,27.65,0.22,0.07,0.57,1721921365675,cobblestone
8.4,-11.02,0.71,-0.77,-0.15,-0.06,1721921365685,cobblestone
3.73,6.78,44.48,-0.2,0.62,-1.25,1721921365694,cobblestone
-3.34,9.02,-5.48,0.72,-1.24,-0.98,1721921365703,cobblestone
-4.45,-11.88,-17.06,-0.48,1.04,-1.03,1721921365712,cobblestone
-17.71,8.3,15.62,0.1,-0.84,0.13,1721921365721,cobblestone
-6.97,-7.17,4.01,-0.17,0.43,0.87,1721921365731,cobblestone
-0.46,-0.1,30.5,-0.24,-0.27,1.31,1721921365740,cobblestone
20.93,10.06,26.71,-0.0,0.78,0.87,1721921365749,cobblestone
8.8,-19.4,-1.98,-0.52,-0.78,-0.23,1721921365758,cobblestone
5.74,23.03,29.49,0.09,0.38,-1.03,1721921365767,cobblestone
-3.38,-0.42,0.67,0.33,-1.0,-0.46,1721921365776,cobblestone
-4.82,-11.16,6.75,-0.2,0.62,-0.11,1721921365785,cobblestone
-2.25,-0.99,6.42,0.25,-0.54,0.53,1721921365794,cobblestone
1.14,1.13,4.12,0.11,0.24,0.6,1721921365803,cobblestone
4.84,20.49,11.62,0.36,-0.02,0.48,1721921365812,cobblestone
7.55,-15.69,-9.0,-0.13,-0.13,0.1,1721921365821,cobblestone
3.99,4.64,29.21,-0.59,0.64,-0.88,1721921365830,cobblestone
-8.0,4.76,29.29,-0.15,-0.8,-0.76,1721921365840,cobblestone
-9.17,-1.53,20.74,-0.55,0.56,-0.97,1721921365849,cobblestone
-15.0,-2.31,10.23,0.38,-0.87,0.28,1721921365858,cobblestone
2.73,-8.43,-6.09,0.01,0.59,1.23,1721921365867,cobblestone
5.62,4.32,17.33,0.6,0.17,1.13,1721921365876,cobblestone
11.03,12.81,6.42,1.01,-0.09,0.41,1721921365885,cobblestone
12.71,-0.54,-6.8,0.12,-0.08,-0.65,1721921365895,cobblestone
2.88,7.02,15.53,0.24,-0.12,-1.16,1721921365904,cobblestone
-0.96,6.22,16.88,-0.02,-0.42,-1.09,1721921365913,cobblestone
-10.36,1.56,10.04,0.06,-0.09,-0.41,1721921365922,cobblestone
-5.55,-31.58,2.21,-0.49,0.03,0.15,1721921365931,cobblestone
-9.45,10.6,27.62,0.23,-0.0,0.47,1721921365941,cobblestone
3.06,-3.7,-3.66,0.14,-0.22,0.64,1721921365950,cobblestone
3.12,-6.12,11.42,-0.72,0.39,0.29,1721921365959,cobblestone
4.85,-0.86,20.87,0.2,-0.19,0.01,1721921365968,cobblestone
4.11,-9.16,-10.52,0.06,-0.26,-0.08,1721921365977,cobblestone
2.29,-5.62,17.41,-0.16,0.43,-0.52,1721921365986,cobblestone
-5.74,17.38,15.45,0.73,-0.81,-0.17,1721921365995,cobblestone
2.04,5.93,-8.62,-0.03,0.39,-0.18,1721921366004,cobblestone
-3.22,13.33,14.84,0.02,-0.17,0.13,1721921366013,cobblestone
4.76,3.19,3.42,-0.15,-0.11,0.16,1721921366022,cobblestone
