AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-10.87,9.72,17.83,0.87,0.06,-0.81,1721228600648,cobblestone
-13.12,19.39,16.11,1.25,-0.49,-0.09,1721228600652,cobblestone
-1.18,3.85,-4.42,0.1,-0.12,1.1,1721228600662,cobblestone
10.32,10.98,-12.52,0.43,0.27,0.98,1721228600672,cobblestone
15.38,-4.83,9.65,-0.81,0.7,-0.01,1721228600682,cobblestone
10.2,-25.57,46.76,-1.13,-0.0,-1.4,1721228600692,cobblestone
-3.67,1.05,8.25,1.26,-0.77,-1.86,1721228600702,cobblestone
-11.82,-12.47,-15.18,-0.27,0.08,-0.89,1721228600712,cobblestone
-17.03,2.06,47.22,-0.47,-0.53,0.57,1721228600722,cobblestone
-6.36,27.55,32.52,0.48,0.55,1.23,1721228600732,cobblestone
10.51,10.67,-6.64,0.06,0.7,0.95,1721228600742,cobblestone
12.99,-19.94,9.52,-1.12,0.2,-0.23,1721228600752,cobblestone
4.86,-4.83,1.7,0.58,-0.61,-1.61,1721228600762,cobblestone
-3.55,-11.72,-6.08,-0.06,-0.37,-0.71,1721228600772,cobblestone
-8.66,1.89,45.34,-0.28,-0.17,0.25,1721228600782,cobblestone
0.53,53.4,32.64,1.8,0.31,0.71,1721228600792,cobblestone
4.78,-2.71,-32.7,0.22,-0.61,0.09,1721228600802,cobblestone
-1.09,-6.22,35.21,-2.23,0.77,-1.23,1721228600812,cobblestone
-11.37,-1.87,37.3,1.23,-0.91,-1.61,1721228600822,cobblestone
-8.51,0.4,-12.6,0.72,-0.84,0.57,1721228600832,cobblestone
-0.4,7.65,18.53,-0.23,1.05,1.29,1721228600842,cobblestone
9.39,5.45,12.93,0.71,-0.2,0.5,1721228600852,cobblestone
13.39,22.24,-5.83,0.6,-0.06,-0.3,1721228600862,cobblestone
6.13,21.65,-21.28,-0.4,-0.13,-0.5,1721228600872,cobblestone
3.55,-60.35,26.82,-1.6,1.78,-1.16,1721228600882,cobblestone
-19.31,0.81,72.84,1.03,-0.77,-0.92,1721228600892,cobblestone
-16.57,19.61,-43.37,2.03,-0.51,0.78,1721228600902,cobblestone
-7.09,-62.25,-29.24,-2.77,1.14,1.1,1721228600912,cobblestone
-15.18,6.9,78.45,0.62,-0.46,0.65,1721228600922,cobblestone
-4.24,38.39,7.79,3.13,-0.67,1.17,1721228600932,cobblestone
12.83,-10.66,-78.45,-1.22,0.67,0.36,1721228600942,cobblestone
13.33,-54.59,78.45,-2.74,2.09,-0.44,1721228600952,cobblestone
18.54,-8.28,76.56,1.35,0.07,-1.11,1721228600962,cobblestone
