AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-15.23,22.78,-11.99,0.33,0.31,0.24,1721228106172
-11.2,29.32,-7.19,0.32,-0.4,1.07,1721228106177
0.69,16.77,-6.01,-0.09,0.4,1.26,1721228106187
8.69,-12.77,5.18,-1.37,-0.01,0.8,1721228106197
8.72,-35.56,44.0,-0.88,0.45,-0.22,1721228106207
2.84,17.81,7.8,1.29,-0.58,-1.0,1721228106217
-4.19,0.7,-48.42,0.32,-0.85,-0.54,1721228106227
-10.87,-24.58,-5.65,-0.94,0.92,0.28,1721228106237
-8.69,-14.58,78.45,-1.14,-0.05,0.49,1721228106247
-4.08,44.81,53.28,1.26,0.19,0.8,1721228106257
4.9,13.46,-21.01,1.09,-0.11,0.76,1721228106267
17.03,34.08,-38.3,-1.59,0.61,-0.6,1721228106277
-4.96,7.3,11.37,1.13,-0.84,-0.73,1721228106287
-4.67,-53.21,-22.21,1.53,-0.68,-0.09,1721228106297
-11.28,-24.51,-2.45,-0.91,1.21,0.14,1721228106307
-4.23,39.99,75.73,-0.41,-0.44,1.22,1721228106317
8.89,38.89,30.33,1.53,0.19,1.11,1721228106327
10.29,-11.43,-40.61,0.87,-1.11,0.28,1721228106337
13.85,-14.34,-14.8,-0.76,1.81,-0.59,1721228106347
4.42,-19.22,20.9,-0.6,-0.7,-1.17,1721228106357
-5.38,-12.06,58.67,0.15,0.18,-2.02,1721228106367
-20.68,29.91,26.86,1.4,-1.42,-0.8,1721228106377
-13.18,6.38,-10.37,-0.47,0.01,0.81,1721228106387
0.29,29.61,28.37,-0.04,0.4,2.43,1721228106397
13.77,-9.04,-31.66,0.74,-0.27,1.27,1721228106407
20.21,-26.97,-32.8,-0.37,0.57,-0.38,1721228106417
9.7,-15.55,29.33,-0.73,0.18,-1.89,1721228106427
-12.78,-20.82,64.42,-0.28,-0.68,-2.24,1721228106437
-23.35,21.66,34.49,1.3,-0.61,-1.41,1721228106447
-14.83,3.77,-20.55,0.26,-0.28,0.77,1721228106457
-9.21,34.69,11.44,0.24,0.87,2.27,1721228106467
10.06,-4.84,-21.85,0.62,-0.06,1.05,1721228106477
15.11,-48.68,-23.03,-0.28,0.23,-0.66,1721228106487
1.33,12.47,24.71,-0.42,0.1,-1.26,1721228106497
-1.13,3.28,36.14,-0.12,-0.05,-0.75,1721228106507
-12.56,22.19,34.74,0.86,-0.37,-0.63,1721228106517
-7.29,21.88,-6.07,0.47,-0.29,0.01,1721228106527
1.12,-47.4,-3.56,-1.52,-0.04,0.83,1721228106537
0.65,17.83,38.09,0.06,0.51,0.78,1721228106547
8.44,6.17,-15.16,0.8,-0.78,0.12,1721228106557
7.93,-14.3,14.28,-0.93,1.05,-0.56,1721228106567
-2.84,-0.74,26.59,0.62,-0.68,-0.72,1721228106577
0.46,0.17,-26.48,0.21,-0.03,-0.42,1721228106587
-9.3,-11.97,21.14,-0.92,0.23,-0.16,1721228106597
-7.16,22.28,45.47,0.92,-0.45,0.85,1721228106607
7.32,17.52,-17.93,0.42,0.06,1.04,1721228106617
11.27,-20.93,-24.45,-0.92,0.45,0.41,1721228106627
5.46,-33.7,19.39,-2.19,0.19,-1.5,1721228106637
-11.2,-18.56,78.45,-0.07,-0.66,-1.42,1721228106647
-2.97,51.05,13.7,3.11,-0.65,0.46,1721228106657
13.04,-20.64,-70.2,0.44,-0.33,0.34,1721228106667
-1.02,-14.86,53.35,-1.49,1.1,-0.52,1721228106677
-6.7,15.71,26.17,0.88,-0.54,0.53,1721228106687
9.9,15.28,-39.35,0.33,0.59,0.19,1721228106697
-4.99,-17.16,-12.8,-0.9,0.11,-0.67,1721228106707
-9.92,-10.28,63.67,-0.25,0.12,-0.74,1721228106717
-4.85,15.45,20.31,1.32,-0.5,0.77,1721228106727
14.19,4.34,-0.62,-0.89,0.62,0.7,1721228106737
6.23,25.0,13.47,0.09,0.28,-0.51,1721228106747
8.74,-15.28,4.02,0.03,-0.16,-1.25,1721228106757
-9.47,-30.82,7.02,-0.27,-0.18,-1.04,1721228106767
-8.38,1.22,22.12,0.16,0.29,-0.5,1721228106777
-10.88,3.21,0.2,-0.16,-0.22,0.19,1721228106787
-4.57,6.29,21.86,0.07,0.3,0.87,1721228106797
7.62,-0.84,14.0,0.14,-0.32,1.17,1721228106807
16.63,-2.08,5.12,-0.07,0.5,0.13,1721228106817
12.85,3.29,-2.81,0.25,-0.32,-1.09,1721228106827
0.88,-5.59,-13.62,0.47,-0.32,-2.0,1721228106837
-15.04,48.37,7.58,0.91,0.12,-1.42,1721228106847
-13.68,-10.01,19.81,-2.6,0.22,0.37,1721228106857
-12.71,-48.45,78.45,-1.28,1.0,-0.12,1721228106867
3.33,6.34,-3.18,2.02,-1.23,1.64,1721228106877
28.47,15.38,-74.12,-0.39,0.42,1.59,1721228106887
19.16,-38.28,-11.68,-0.63,0.19,-1.07,1721228106897
-2.18,-5.28,55.6,0.1,-0.64,-2.83,1721228106907
-19.24,41.07,28.84,1.46,-0.16,-2.0,1721228106917
-18.89,33.49,-8.46,-0.23,0.45,0.03,1721228106927
-14.62,-8.6,4.98,-1.06,0.35,1.82,1721228106937
10.97,-29.21,26.21,-0.96,0.75,1.22,1721228106947
14.92,-21.08,23.52,0.42,0.32,0.76,1721228106957
14.21,20.86,-17.81,0.21,0.55,-0.78,1721228106967
-0.75,-13.57,-1.96,-0.25,-0.92,-2.49,1721228106977
-11.13,32.22,38.55,0.06,0.31,-2.51,1721228106987
-21.26,35.04,24.55,0.8,-0.45,-0.5,1721228106997
-16.14,-38.5,-2.86,-0.6,0.72,1.6,1721228107007
8.66,-21.47,5.94,0.01,0.32,2.21,1721228107017
7.73,9.2,2.2,1.1,1.02,1.58,1721228107027
20.66,-4.21,-6.34,-0.33,-0.22,-0.51,1721228107037
6.97,43.62,35.84,0.65,1.01,-2.04,1721228107047
1.39,16.07,1.37,1.0,-1.98,-1.49,1721228107057
-7.1,-26.17,-20.26,-0.96,0.98,-0.96,1721228107067
-14.48,0.51,2.01,-0.05,-0.25,0.31,1721228107077
-6.35,-36.36,-2.18,-0.93,0.54,0.86,1721228107087
-1.43,-21.98,78.45,-1.24,0.39,0.48,1721228107097
3.38,66.51,78.45,2.05,0.98,0.85,1721228107107
12.51,5.12,-59.56,1.35,-0.91,-0.83,1721228107117
7.79,-3.99,3.23,-1.19,1.69,-0.92,1721228107127
-0.74,-25.21,-20.17,-0.16,-2.01,-0.91,1721228107137
-4.05,-25.78,-17.34,-0.18,1.34,-0.75,1721228107147
-14.57,24.48,31.49,0.57,-0.15,0.25,1721228107157
-1.43,-18.05,8.71,-0.61,0.09,0.12,1721228107167
-4.13,12.95,44.4,0.04,0.49,0.02,1721228107177
3.92,-2.44,6.51,0.33,-0.54,-0.2,1721228107187
-7.77,20.58,-21.23,0.08,0.39,-0.08,1721228107197
4.49,-17.38,-16.93,0.1,-0.61,-0.0,1721228107207
-2.85,1.07,35.63,-0.57,1.32,-0.41,1721228107217
-2.52,39.1,31.1,1.18,-1.17,-0.12,1721228107227
-11.43,-38.14,-23.19,-1.36,0.25,-0.9,1721228107237
-9.54,-2.52,46.49,-1.77,0.27,-0.23,1721228107247
0.76,30.44,27.99,1.26,-0.14,1.39,1721228107257
2.62,5.93,-36.33,0.8,-0.33,1.02,1721228107267
12.65,-4.5,-16.46,-0.13,0.52,-0.05,1721228107277
3.03,8.47,-1.08,0.45,-0.39,-0.51,1721228107287
1.0,-29.99,31.86,-1.79,0.26,-1.16,1721228107297
-23.7,11.44,65.56,0.44,-0.94,0.78,1721228107307
3.21,-8.84,-3.92,0.41,-0.36,0.42,1721228107317
-0.18,35.18,1.21,-0.51,0.93,-0.8,1721228107327
-10.79,11.63,6.07,0.48,-0.69,-1.31,1721228107337
-17.74,4.91,-12.87,0.79,0.22,0.15,1721228107347
-8.01,-27.78,-20.89,-0.19,0.03,1.26,1721228107357
7.54,-17.26,34.65,-1.2,0.91,1.11,1721228107367
3.17,38.1,69.83,0.68,-0.56,1.14,1721228107377
11.9,11.97,-31.01,1.05,-0.91,0.12,1721228107387
12.47,-45.98,-33.88,-1.51,0.48,-1.08,1721228107397
-10.57,14.68,55.96,-1.05,0.27,-1.58,1721228107407
-17.0,7.78,-2.48,2.24,-2.09,-0.44,1721228107417
-16.9,20.05,-19.67,0.21,0.25,0.74,1721228107427
1.21,46.51,24.5,-0.42,0.83,1.54,1721228107437
6.47,-14.12,15.86,-1.13,-0.31,1.14,1721228107447
9.71,-31.99,14.88,-0.46,0.43,-0.75,1721228107457
-3.11,7.64,-20.74,0.98,-1.25,-0.79,1721228107467
-2.25,-27.39,-34.58,-0.91,0.49,0.16,1721228107477
-4.54,-9.61,42.34,-0.75,0.81,0.68,1721228107487
-3.88,30.92,48.51,1.0,-1.12,0.88,1721228107497
