AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-16.83,49.18,4.48,2.42,-2.4,-1.69,1721228808650
8.04,-10.44,5.22,2.39,-0.66,-1.88,1721228808654
-33.61,-10.04,-26.16,-0.98,0.36,0.28,1721228808663
-0.78,-8.97,-2.64,-0.89,-0.43,-0.12,1721228808673
-30.68,49.62,63.96,1.48,-2.28,1.7,1721228808682
-6.37,2.8,32.68,-0.72,1.15,0.22,1721228808692
-28.1,-77.87,-14.0,0.36,-0.04,1.22,1721228808701
2.94,2.39,0.37,-0.53,-0.9,-0.55,1721228808711
-0.54,-1.9,-2.88,-1.18,0.09,0.58,1721228808721
-4.02,-8.84,10.73,-0.8,0.1,0.45,1721228808731
-5.04,78.45,36.71,-0.43,-1.34,-0.28,1721228808741
0.76,-1.65,25.78,-0.02,1.37,-0.66,1721228808751
-17.41,-27.1,-0.48,-0.59,-0.04,-0.59,1721228808761
-0.97,1.58,0.96,2.0,-0.96,0.8,1721228808771
-6.19,-10.34,-18.56,2.63,-0.08,0.69,1721228808781
8.29,-9.47,-24.56,0.77,0.19,0.38,1721228808791
0.68,15.16,-10.56,-4.37,-0.02,-0.37,1721228808801
-20.63,78.45,58.41,-2.77,-0.29,0.49,1721228808811
5.3,-31.74,68.78,0.44,2.97,-0.98,1721228808821
-6.57,-13.93,0.25,1.59,-0.15,0.35,1721228808831
-1.64,42.86,-37.74,3.99,0.56,0.72,1721228808841
8.28,-34.37,-54.7,4.23,0.67,0.72,1721228808851
15.86,-30.78,-49.78,0.83,-2.09,-0.72,1721228808861
-0.01,3.43,-11.12,-4.37,0.93,-1.27,1721228808871
-15.07,47.09,78.45,1.92,-4.37,-0.38,1721228808881
9.62,-38.98,-18.2,4.37,4.37,-3.26,1721228808891
70.07,78.45,-78.45,4.37,-3.86,0.22,1721228808901
-13.98,-17.77,-78.45,-0.65,2.54,0.39,1721228808911
-3.81,-20.61,13.43,-1.14,-1.15,0.01,1721228808921
34.2,18.23,57.59,-4.37,2.86,0.15,1721228808931
78.42,49.16,78.45,0.01,-0.96,0.12,1721228808941
23.96,-38.19,16.25,4.24,2.43,-3.77,1721228808951
30.79,9.44,-56.48,4.37,-4.37,-1.11,1721228808961
23.27,1.68,-69.18,0.0,2.3,0.37,1721228808971
11.88,-21.76,-38.18,-4.27,3.05,-0.18,1721228808981
-3.14,-67.57,-4.49,-4.37,-0.87,0.38,1721228808991
64.81,78.45,78.45,0.92,-4.37,0.77,1721228809001
-23.03,-9.33,-25.36,1.99,3.09,-0.01,1721228809011
-3.8,-10.15,-35.68,4.37,-1.41,0.11,1721228809021
-0.77,10.42,-40.38,-0.7,-2.4,-0.25,1721228809031
-10.38,3.46,-20.32,-4.15,1.76,-0.33,1721228809041
-48.9,-78.45,78.45,-2.13,-1.16,0.42,1721228809051
38.94,78.45,3.32,-0.03,2.59,0.33,1721228809061
-19.5,-78.45,-16.27,1.43,0.53,0.93,1721228809071
1.93,-7.76,-13.15,0.01,-2.09,0.94,1721228809081
18.63,36.96,-9.65,-2.07,-0.03,0.4,1721228809091
10.13,-3.54,45.25,-1.38,2.48,-0.94,1721228809101
-6.8,64.12,73.74,1.37,-2.72,-1.54,1721228809111
1.27,-3.05,-1.53,4.18,0.97,-1.75,1721228809121
-4.2,-20.8,-39.95,3.44,0.14,0.72,1721228809131
9.88,-21.53,-55.34,-2.7,1.33,1.45,1721228809141
-3.9,13.33,-14.61,-4.37,0.71,1.73,1721228809151
-25.11,78.45,1.53,2.41,-1.0,0.75,1721228809161
27.79,-63.18,26.4,0.08,1.14,-1.36,1721228809171
9.51,6.48,4.13,1.33,-1.68,-0.49,1721228809181
-10.69,32.74,29.73,-0.55,-0.95,-1.83,1721228809191
-11.84,18.38,30.49,0.16,0.25,-1.24,1721228809201
-4.94,2.69,-6.15,1.03,0.39,-0.28,1721228809211
-7.33,-7.41,-31.4,2.28,0.09,1.21,1721228809221
-12.36,-78.45,-13.97,-4.37,2.32,1.82,1721228809231
-7.57,-78.45,78.45,-0.51,-0.48,-0.67,1721228809241
-27.42,78.45,78.45,-0.86,4.33,0.28,1721228809251
-31.02,-78.45,-7.53,4.37,0.84,2.9,1721228809261
-22.1,9.39,-78.45,3.43,-4.37,2.03,1721228809271
13.49,-1.76,-50.68,-1.44,-2.65,0.4,1721228809281
32.73,-36.0,9.83,-4.32,4.37,-2.32,1721228809291
-34.63,-33.6,-5.53,-4.37,-0.01,-1.68,1721228809301
54.9,78.45,78.45,-2.85,4.18,-1.45,1721228809311
8.0,22.78,52.97,2.96,0.93,-0.88,1721228809321
-52.75,78.45,32.68,4.37,1.41,-0.65,1721228809331
-5.21,-22.69,-78.45,3.12,-4.21,0.29,1721228809341
9.49,-60.06,-37.65,-0.5,-2.38,0.28,1721228809351
78.45,38.69,-31.39,-4.37,2.88,-1.98,1721228809361
-11.14,21.93,76.16,1.13,-1.08,-0.36,1721228809371
-4.27,3.22,18.92,2.59,0.55,-0.51,1721228809381
-2.64,6.2,1.99,1.74,-0.66,0.46,1721228809391
5.8,5.69,-11.92,-3.71,-1.82,-0.15,1721228809401
-6.45,2.17,0.45,-2.78,2.14,-0.05,1721228809411
-3.71,-10.38,24.75,1.77,0.09,0.16,1721228809421
6.04,1.07,-8.84,1.14,-0.4,1.18,1721228809431
23.18,36.72,-13.24,-0.4,1.53,-0.06,1721228809441
1.53,-10.65,11.2,-2.59,-1.05,-0.52,1721228809451
2.32,-2.6,11.54,1.8,0.09,-0.81,1721228809461
2.15,2.61,-20.98,2.03,-0.13,-0.62,1721228809471
-13.01,-11.49,-15.7,-0.92,1.1,-0.38,1721228809481
