AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-15.76,27.01,-39.21,3.32,-0.69,0.61,1721228915652,cobblestone
-9.14,16.78,-15.66,1.94,0.36,0.62,1721228915656,cobblestone
6.16,-13.24,-32.52,0.31,-0.19,0.08,1721228915666,cobblestone
-0.09,-25.64,-17.95,-4.37,0.94,0.24,1721228915676,cobblestone
-12.82,-57.54,78.45,-1.8,0.36,0.29,1721228915685,cobblestone
-10.78,24.33,72.68,-2.03,1.29,-0.29,1721228915695,cobblestone
-1.47,14.84,26.58,3.28,-1.93,-0.76,1721228915704,cobblestone
-24.69,2.37,-16.76,3.01,0.42,-0.07,1721228915714,cobblestone
-4.68,7.12,-27.79,2.51,-0.56,0.66,1721228915724,cobblestone
-5.9,42.24,-50.93,-1.23,0.02,1.45,1721228915734,cobblestone
8.2,-78.45,6.83,-4.37,2.11,-0.34,1721228915744,cobblestone
-17.71,-78.45,62.16,-3.57,-0.06,-0.49,1721228915754,cobblestone
-57.37,58.78,78.45,0.09,-2.4,0.53,1721228915764,cobblestone
7.31,65.88,23.19,2.86,1.71,0.07,1721228915774,cobblestone
-13.33,-21.61,-27.59,4.37,-1.0,2.0,1721228915784,cobblestone
10.94,-25.97,-78.45,3.56,-4.28,-0.36,1721228915794,cobblestone
-29.84,4.42,-62.73,-1.14,-4.37,0.99,1721228915804,cobblestone
78.45,-7.07,6.52,-4.37,4.37,-1.43,1721228915814,cobblestone
-29.02,-13.97,-78.45,-2.1,3.7,-1.49,1721228915824,cobblestone
45.83,69.84,1.16,2.1,-4.37,0.74,1721228915834,cobblestone
-2.8,2.34,47.85,-2.88,2.5,0.64,1721228915844,cobblestone
4.76,18.41,47.38,1.38,-0.99,0.33,1721228915854,cobblestone
12.71,-3.71,20.63,3.65,-0.3,0.79,1721228915864,cobblestone
4.17,23.16,-35.09,1.51,2.21,0.36,1721228915874,cobblestone
43.93,-78.45,-4.69,-4.37,0.02,-0.19,1721228915884,cobblestone
0.85,-78.45,78.45,-1.83,1.42,-2.16,1721228915894,cobblestone
78.45,60.44,76.58,4.37,2.04,-3.58,1721228915904,cobblestone
57.58,-78.45,-42.6,4.37,-0.43,-1.29,1721228915914,cobblestone
-78.45,47.78,-78.45,0.95,1.11,3.77,1721228915924,cobblestone
-3.06,-11.77,-66.37,1.95,-4.37,1.57,1721228915934,cobblestone
23.34,48.71,-47.66,-4.37,4.37,-0.04,1721228915944,cobblestone
-15.2,-42.53,-17.56,-4.37,0.79,-1.93,1721228915954,cobblestone
