AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-24.34,8.98,-38.7,1.19,-0.71,1.47,1721228710652
-7.11,13.87,-55.81,0.7,-0.62,0.65,1721228710657
-9.8,-27.2,-18.03,-2.84,0.77,1.07,1721228710666
-0.93,-2.19,57.7,0.73,0.74,-0.07,1721228710676
5.13,78.45,10.92,1.85,-0.92,-0.36,1721228710685
-24.79,-64.82,-33.08,-0.92,0.73,0.55,1721228710695
3.76,-16.79,0.25,-2.62,1.25,0.87,1721228710704
46.95,78.45,17.55,2.71,0.71,1.39,1721228710714
12.07,-32.52,-51.39,1.9,-1.17,0.59,1721228710723
20.44,-32.21,0.85,-4.07,2.93,-1.15,1721228710733
-31.82,39.94,78.45,0.76,-4.37,-0.0,1721228710742
-24.9,53.92,29.27,1.38,2.47,-1.0,1721228710752
-49.69,-78.45,-51.1,1.17,0.02,1.39,1721228710761
19.7,17.78,-24.02,-0.3,-0.27,0.77,1721228710771
-8.65,-1.1,-7.95,-3.07,0.98,1.62,1721228710780
2.97,-26.76,43.22,0.75,-0.46,0.24,1721228710790
2.35,-2.98,45.01,1.15,-1.1,-0.97,1721228710799
-0.85,15.02,2.94,0.5,-0.57,0.06,1721228710809
-9.12,8.09,-18.14,0.29,0.88,2.09,1721228710818
8.51,-18.34,-14.72,-0.4,1.03,0.44,1721228710828
8.73,-14.89,17.78,0.09,-1.15,-0.82,1721228710837
20.73,78.45,40.47,2.43,-0.83,-1.39,1721228710847
-0.28,19.41,-39.8,1.09,-0.26,0.43,1721228710856
-16.75,-78.45,-27.73,-2.88,1.55,0.8,1721228710866
-15.78,-78.45,78.45,0.52,-0.01,-0.95,1721228710875
-21.76,78.45,42.2,0.78,1.17,0.93,1721228710885
16.4,-60.58,-76.37,2.14,0.03,-0.19,1721228710894
22.78,-3.38,-16.69,-1.93,0.48,-0.61,1721228710904
23.93,59.85,14.1,0.04,0.18,-1.05,1721228710913
-20.52,40.27,-12.14,2.86,-0.11,0.1,1721228710923
-24.77,-78.45,-75.78,-2.3,0.93,-0.34,1721228710932
-34.06,-78.45,78.45,-1.98,1.49,-0.55,1721228710942
30.76,59.04,78.45,0.61,1.37,0.01,1721228710951
3.91,-2.65,7.35,2.39,1.46,0.66,1721228710961
14.36,12.46,-52.99,1.77,-0.99,1.49,1721228710970
10.53,-21.4,-50.11,-2.63,2.45,-0.45,1721228710980
10.45,-13.6,50.25,-1.88,2.58,-1.35,1721228710989
7.54,78.45,11.87,1.15,-0.11,-2.06,1721228710999
-20.62,-78.45,-68.66,1.23,-0.23,-2.43,1721228711008
3.69,-5.53,-78.45,1.03,-0.81,-0.71,1721228711018
-72.87,-78.45,33.8,0.54,-4.37,0.97,1721228711027
-43.43,43.13,-0.03,1.48,-1.34,-2.28,1721228711037
-24.1,-39.73,20.2,3.38,0.72,1.15,1721228711046
6.3,38.08,-73.43,3.26,-1.36,2.5,1721228711056
-69.31,-74.2,19.03,-0.38,-4.37,2.75,1721228711065
74.28,-1.08,78.45,-1.7,4.37,-0.97,1721228711075
16.83,78.45,24.02,2.97,2.3,-1.03,1721228711084
10.3,-74.68,-78.45,4.37,0.09,-1.38,1721228711094
4.63,-78.45,-78.45,-0.45,-2.39,-1.34,1721228711103
2.28,-78.45,-0.53,-4.37,4.37,-1.54,1721228711113
78.45,78.45,78.45,0.31,-0.68,0.5,1721228711122
-49.01,43.28,59.5,-1.12,4.37,0.25,1721228711132
22.52,-5.74,-78.45,4.37,1.57,0.33,1721228711141
-53.63,-21.35,-43.56,0.7,-4.37,1.1,1721228711151
31.92,-34.5,-67.97,-4.37,4.37,-0.11,1721228711160
-78.45,-57.9,78.45,-0.23,-2.09,-0.54,1721228711170
-0.7,78.45,78.45,-0.13,4.37,-0.47,1721228711179
-78.45,-78.45,-78.45,4.37,0.73,1.28,1721228711189
39.37,60.06,-56.42,1.9,-4.37,1.12,1721228711198
38.53,-72.9,11.67,-4.37,4.37,-1.72,1721228711208
-78.45,-78.45,78.45,-0.23,-4.37,-0.89,1721228711217
-63.07,14.9,78.45,-0.18,2.55,-0.13,1721228711227
-38.53,-78.45,-51.2,4.37,-1.96,0.65,1721228711237
-24.34,-24.65,-28.37,-0.96,-4.37,1.12,1721228711247
14.24,-18.35,78.45,-0.27,0.75,0.67,1721228711257
58.41,78.45,6.25,1.46,-0.72,0.56,1721228711267
11.65,-13.88,-78.45,4.37,-0.56,0.89,1721228711277
13.15,-2.78,-78.45,-2.81,-0.72,0.62,1721228711287
69.33,-4.86,64.78,-3.11,4.37,-2.09,1721228711297
4.78,-9.2,20.67,0.53,0.37,-1.13,1721228711307
-9.08,-15.81,-22.32,1.14,-1.76,-2.54,1721228711317
-11.25,36.05,22.04,-0.64,0.01,-0.32,1721228711327
-17.92,-15.54,25.79,-1.79,1.79,0.68,1721228711337
-5.32,-4.57,46.73,0.83,-0.57,1.73,1721228711347
8.38,-7.58,14.4,0.44,0.06,0.82,1721228711357
14.74,34.72,5.09,0.99,-0.32,-0.24,1721228711367
14.02,39.78,0.08,-0.25,-0.34,-0.02,1721228711377
4.39,16.93,57.43,-0.55,1.22,-0.48,1721228711387
1.68,-2.43,4.81,0.16,-0.37,-0.92,1721228711397
-9.49,-25.91,-35.04,2.0,-1.78,-0.15,1721228711407
-1.72,-25.05,-11.65,-2.23,0.11,-0.25,1721228711417
4.0,13.07,28.94,-0.35,0.17,0.95,1721228711427
-11.54,16.36,26.9,0.04,1.92,0.81,1721228711437
15.44,8.09,-22.1,0.85,0.12,0.13,1721228711447
0.95,-18.09,-9.93,-2.37,-0.0,-0.09,1721228711457
-8.92,29.55,78.45,-0.55,-0.5,-0.71,1721228711467
2.15,-21.27,-2.56,2.05,1.69,-1.23,1721228711477
-1.23,-15.57,-42.35,0.09,-0.75,0.1,1721228711487
-26.96,23.87,-17.74,-3.84,0.68,0.63,1721228711497
9.72,18.08,59.9,0.82,-0.6,0.52,1721228711507
3.61,3.58,7.5,0.35,0.4,0.26,1721228711517
4.22,-9.23,-78.45,2.12,-1.17,0.07,1721228711527
0.32,-21.35,-33.16,-1.91,0.41,-0.14,1721228711537
9.46,-61.7,42.28,-2.4,1.83,-1.85,1721228711547
-10.07,-20.06,25.71,0.92,-1.37,-1.12,1721228711557
-16.87,27.37,46.33,0.48,-0.41,0.47,1721228711567
2.21,7.0,21.0,0.35,1.69,0.91,1721228711577
