AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-1.59,0.15,10.06,0.17,-0.14,-0.02,1721378624656
-1.14,-0.26,9.81,0.22,-0.08,0.01,1721378624661
-2.45,0.97,10.96,0.17,-0.15,0.17,1721378624670
-0.99,0.58,6.59,0.23,-0.17,0.26,1721378624680
-0.63,-0.14,6.98,0.15,-0.11,0.18,1721378624689
-0.44,1.16,7.54,0.21,-0.24,0.05,1721378624699
0.05,-0.2,6.47,0.14,-0.14,0.04,1721378624708
-0.67,-0.26,9.53,0.07,-0.19,0.05,1721378624718
-0.35,-1.14,8.59,0.06,-0.21,0.03,1721378624727
0.17,0.5,10.49,0.04,-0.15,0.03,1721378624737
0.17,-0.45,10.25,0.03,-0.22,0.02,1721378624746
1.51,-3.09,10.74,-0.05,-0.19,0.03,1721378624756
1.04,1.69,11.33,0.02,-0.2,0.04,1721378624765
1.92,-2.09,8.83,-0.1,-0.19,0.13,1721378624775
1.88,0.54,9.55,0.0,-0.07,0.09,1721378624784
1.94,-0.47,9.44,-0.05,-0.12,0.06,1721378624794
0.8,3.01,11.29,-0.04,-0.1,-0.05,1721378624804
0.38,1.23,7.56,0.01,-0.17,-0.1,1721378624814
0.76,-2.87,8.64,-0.16,-0.05,-0.01,1721378624824
1.47,-0.61,11.59,-0.07,-0.08,0.02,1721378624834
2.84,-1.03,9.55,-0.08,-0.08,-0.09,1721378624843
1.07,1.54,11.03,-0.02,-0.03,-0.19,1721378624853
0.21,1.11,9.31,-0.02,-0.04,-0.22,1721378624862
-0.87,0.39,11.2,-0.06,-0.02,-0.13,1721378624872
-0.1,0.27,10.21,-0.08,-0.03,-0.08,1721378624882
1.07,-1.42,12.78,-0.13,0.02,-0.07,1721378624892
1.31,1.69,9.82,0.01,-0.04,-0.11,1721378624902
2.21,0.17,11.0,-0.04,0.13,-0.23,1721378624912
0.85,1.76,11.72,0.12,-0.01,-0.36,1721378624922
-0.36,0.51,8.83,0.05,0.05,-0.35,1721378624932
-0.73,0.43,11.19,0.07,0.08,-0.19,1721378624942
0.07,0.83,9.05,0.08,0.07,-0.13,1721378624952
0.76,1.41,9.3,0.08,0.12,-0.19,1721378624962
1.09,0.91,9.09,0.06,0.11,-0.28,1721378624972
-0.64,0.32,9.78,0.03,0.11,-0.31,1721378624982
-1.58,0.21,10.84,0.0,0.15,-0.29,1721378624992
-1.2,-0.68,12.27,-0.03,0.17,-0.21,1721378625002
-0.33,0.4,11.56,0.03,0.07,-0.11,1721378625012
2.09,1.77,7.56,0.02,0.18,-0.14,1721378625022
2.76,0.22,10.77,-0.08,0.15,-0.28,1721378625032
0.82,0.36,11.09,0.04,0.04,-0.37,1721378625042
0.4,-0.56,10.45,-0.06,0.26,-0.47,1721378625052
-1.54,0.02,12.44,-0.03,0.06,-0.33,1721378625062
-1.68,1.14,10.81,-0.11,0.25,-0.21,1721378625072
-0.23,1.78,11.02,-0.01,0.16,-0.19,1721378625082
0.9,-0.1,9.97,-0.07,0.2,-0.24,1721378625092
-0.01,1.63,9.62,-0.03,0.15,-0.37,1721378625102
-1.06,0.16,10.28,-0.05,0.19,-0.37,1721378625112
-2.31,-0.16,10.38,-0.08,0.15,-0.27,1721378625122
-2.08,-0.05,10.78,-0.07,0.23,-0.2,1721378625132
0.02,-0.05,9.53,-0.1,0.23,-0.24,1721378625142
0.63,1.36,10.55,-0.06,0.22,-0.28,1721378625152
-0.08,-1.45,8.84,-0.1,0.16,-0.2,1721378625162
-1.16,-2.74,8.81,-0.18,0.25,-0.17,1721378625172
-1.3,-0.77,10.7,-0.05,0.19,-0.13,1721378625182
-0.3,1.52,9.06,-0.07,0.17,-0.11,1721378625192
-0.94,2.75,10.95,-0.02,0.19,-0.13,1721378625202
-1.09,-0.85,7.03,-0.09,0.05,-0.09,1721378625212
-0.82,-2.07,11.43,-0.25,0.33,0.02,1721378625222
