AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-3.34,0.63,10.07,0.16,-0.16,0.08,1721378856642
-1.6,1.44,10.92,0.16,-0.08,0.22,1721378856646
-0.1,1.0,8.54,0.11,0.04,0.44,1721378856655
3.65,-0.26,9.62,0.1,0.01,0.27,1721378856665
4.36,3.23,9.99,0.15,0.02,-0.04,1721378856674
2.22,-0.74,10.79,0.16,-0.11,-0.25,1721378856684
-1.32,0.3,9.45,0.13,0.02,-0.24,1721378856694
-1.91,-0.56,11.77,0.13,0.03,-0.03,1721378856704
-1.64,1.81,10.73,0.21,0.01,0.2,1721378856714
1.6,1.94,8.67,0.18,0.12,0.18,1721378856724
2.42,0.3,8.46,0.15,0.01,0.06,1721378856734
1.94,1.93,9.84,0.12,0.07,-0.13,1721378856744
0.38,0.11,10.97,0.06,-0.03,-0.18,1721378856754
-1.56,-0.34,7.54,0.02,-0.01,-0.07,1721378856764
0.64,-0.99,10.01,-0.07,0.19,0.01,1721378856774
-0.03,1.56,9.73,0.02,-0.1,0.07,1721378856784
1.95,-0.27,7.9,-0.04,0.11,-0.1,1721378856794
1.41,2.42,11.25,-0.01,0.04,-0.21,1721378856804
-0.28,0.0,10.46,-0.05,-0.08,-0.15,1721378856814
-1.23,0.78,9.55,-0.09,0.08,-0.08,1721378856824
0.33,0.09,9.71,-0.15,0.03,-0.01,1721378856834
1.04,-0.64,10.36,-0.14,0.08,-0.02,1721378856844
1.33,-1.04,11.6,-0.1,-0.01,-0.11,1721378856854
0.85,2.39,9.11,-0.05,0.04,-0.27,1721378856864
-0.39,0.31,9.24,-0.13,0.04,-0.25,1721378856874
-1.59,0.09,10.2,-0.13,0.04,-0.13,1721378856884
0.75,-2.04,11.08,-0.11,0.15,0.04,1721378856894
-0.13,0.29,8.32,-0.02,-0.01,-0.04,1721378856904
1.65,1.25,9.16,-0.0,0.18,-0.18,1721378856914
-0.29,-1.19,10.8,-0.05,-0.03,-0.28,1721378856924
-2.0,0.75,12.94,-0.07,0.06,-0.28,1721378856934
-1.22,3.29,12.84,0.02,0.05,-0.1,1721378856944
-0.84,-2.13,7.37,-0.04,0.01,0.04,1721378856954
0.06,-0.04,7.47,0.03,0.15,-0.0,1721378856964
2.71,0.83,9.09,-0.05,0.21,-0.15,1721378856974
-0.54,1.09,12.65,0.0,0.07,-0.31,1721378856984
-3.03,0.73,10.46,0.01,-0.02,-0.25,1721378856994
-3.35,1.29,12.68,-0.02,0.18,-0.02,1721378857004
-2.04,0.53,11.68,0.01,-0.1,0.19,1721378857014
0.65,-0.62,8.48,-0.01,0.1,0.09,1721378857024
3.45,1.77,12.68,0.04,0.08,-0.11,1721378857034
0.22,-0.97,9.88,0.06,-0.16,-0.32,1721378857044
-2.44,3.12,11.35,0.04,0.16,-0.33,1721378857054
-2.61,-0.63,10.76,0.05,-0.16,-0.1,1721378857064
-4.37,-0.33,9.75,0.12,0.02,0.06,1721378857074
0.39,1.69,8.85,0.17,0.04,0.12,1721378857084
0.91,1.85,8.73,0.09,-0.01,-0.02,1721378857094
-0.09,3.27,10.4,0.15,-0.01,-0.25,1721378857104
