AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-1.0,-0.5,10.54,-0.06,-0.02,-0.1,1721665182628,asphalt
0.25,1.28,11.09,-0.05,0.03,-0.08,1721665182632,asphalt
-0.84,0.08,10.44,-0.07,-0.06,-0.15,1721665182641,asphalt
-0.83,0.57,10.83,-0.1,0.01,-0.11,1721665182651,asphalt
-1.29,2.86,9.01,-0.04,-0.07,-0.07,1721665182660,asphalt
0.51,-2.85,8.68,-0.18,0.07,0.01,1721665182670,asphalt
-0.18,1.13,10.89,-0.14,-0.0,-0.03,1721665182679,asphalt
0.78,-0.22,9.49,-0.01,-0.0,-0.06,1721665182689,asphalt
0.38,-2.38,6.88,-0.07,0.0,-0.12,1721665182698,asphalt
0.37,1.23,11.99,-0.17,0.05,-0.1,1721665182708,asphalt
-0.44,-0.12,13.3,-0.15,-0.01,-0.06,1721665182717,asphalt
0.21,2.55,10.15,-0.06,-0.01,-0.09,1721665182727,asphalt
-0.0,0.57,9.85,-0.06,0.04,-0.16,1721665182736,asphalt
-0.39,-0.93,11.71,-0.14,0.06,-0.14,1721665182746,asphalt
-0.97,2.03,10.79,-0.03,0.0,-0.06,1721665182755,asphalt
0.17,-0.82,10.94,-0.07,0.09,-0.03,1721665182765,asphalt
0.17,1.94,11.19,-0.04,0.01,-0.0,1721665182774,asphalt
1.25,0.59,9.85,0.02,0.11,-0.05,1721665182784,asphalt
0.92,-0.67,9.33,-0.02,0.03,-0.1,1721665182793,asphalt
0.22,-0.4,9.09,-0.0,0.14,-0.18,1721665182803,asphalt
-1.18,1.65,10.61,-0.02,0.01,-0.14,1721665182812,asphalt
-2.06,-0.38,11.54,0.02,0.06,-0.06,1721665182822,asphalt
-0.96,0.53,10.81,0.06,0.07,0.06,1721665182831,asphalt
0.66,0.8,11.39,0.01,0.13,0.07,1721665182841,asphalt
0.92,2.7,10.38,0.14,0.02,0.06,1721665182850,asphalt
1.44,2.26,8.25,0.13,0.13,-0.16,1721665182860,asphalt
-0.03,1.56,9.25,0.08,0.02,-0.25,1721665182869,asphalt
-1.75,1.87,10.59,0.13,0.08,-0.11,1721665182879,asphalt
-0.96,0.17,10.62,0.12,0.1,-0.01,1721665182888,asphalt
-0.1,2.08,10.58,0.11,0.12,0.0,1721665182898,asphalt
0.58,-0.63,9.87,0.03,0.13,-0.07,1721665182907,asphalt
-1.0,4.41,11.44,0.13,0.06,-0.24,1721665182917,asphalt
-1.12,3.22,10.33,0.19,0.04,-0.11,1721665182927,asphalt
-1.81,0.92,7.98,0.13,0.08,0.01,1721665182937,asphalt
-1.09,1.98,11.1,0.12,0.16,0.05,1721665182946,asphalt
0.18,2.32,11.03,0.19,0.06,0.06,1721665182956,asphalt
1.06,0.14,8.44,0.11,0.11,0.02,1721665182965,asphalt
0.42,2.46,10.19,0.11,0.05,-0.06,1721665182975,asphalt
0.46,1.79,10.37,0.2,0.08,-0.1,1721665182984,asphalt
-0.74,-0.88,11.11,0.05,0.07,-0.13,1721665182994,asphalt
-1.38,5.64,11.13,0.12,0.04,-0.02,1721665183003,asphalt
-0.31,-2.66,9.15,-0.02,0.14,0.01,1721665183013,asphalt
-0.55,4.53,12.07,-0.03,-0.01,-0.05,1721665183023,asphalt
-0.17,0.74,7.54,0.06,0.03,-0.1,1721665183033,asphalt
0.25,0.42,7.12,-0.0,0.04,-0.05,1721665183042,asphalt
-0.76,0.29,9.58,0.03,0.08,-0.09,1721665183052,asphalt
0.01,-0.26,8.97,-0.05,0.04,-0.02,1721665183062,asphalt
-0.11,1.66,9.54,-0.1,0.06,-0.03,1721665183072,asphalt
0.27,1.84,11.4,-0.07,0.07,-0.01,1721665183082,asphalt
0.81,-2.03,8.85,-0.1,0.01,-0.1,1721665183092,asphalt
0.73,1.37,12.08,-0.13,0.1,-0.16,1721665183102,asphalt
0.31,0.54,9.26,-0.03,-0.0,-0.14,1721665183112,asphalt
-0.8,1.35,7.51,-0.05,0.11,-0.21,1721665183122,asphalt
-1.99,-0.76,11.2,-0.1,0.05,-0.17,1721665183132,asphalt
-2.02,-0.52,12.98,-0.16,0.07,-0.07,1721665183142,asphalt
-0.78,2.84,10.28,-0.11,0.03,0.04,1721665183152,asphalt
0.12,-0.83,9.67,-0.2,0.12,0.0,1721665183162,asphalt
-0.07,3.37,10.24,-0.11,0.05,-0.1,1721665183172,asphalt
-0.77,-0.72,10.89,-0.12,0.08,-0.18,1721665183182,asphalt
-1.44,1.12,11.33,-0.15,-0.01,-0.04,1721665183192,asphalt
-0.81,-0.85,10.81,-0.2,0.1,-0.01,1721665183202,asphalt
-0.09,-0.89,10.93,-0.17,-0.03,-0.08,1721665183212,asphalt
-0.88,1.41,8.25,-0.09,0.02,-0.14,1721665183222,asphalt
-1.5,0.41,10.2,-0.07,0.03,-0.25,1721665183232,asphalt
-2.82,2.27,11.94,-0.03,-0.05,-0.18,1721665183242,asphalt
-3.43,-0.87,9.29,-0.05,0.01,-0.02,1721665183252,asphalt
-1.56,0.34,12.46,-0.12,0.06,0.15,1721665183262,asphalt
0.33,1.48,12.34,-0.08,-0.01,0.17,1721665183272,asphalt
1.29,1.53,10.79,-0.01,-0.02,-0.02,1721665183282,asphalt
0.89,-1.07,9.5,0.01,-0.08,-0.16,1721665183292,asphalt
-1.18,0.86,9.05,-0.0,-0.03,-0.12,1721665183302,asphalt
-0.79,0.42,9.32,0.03,0.01,-0.04,1721665183312,asphalt
-0.98,1.44,8.26,-0.04,-0.01,-0.06,1721665183322,asphalt
0.0,0.36,9.85,-0.06,-0.06,-0.0,1721665183332,asphalt
-0.17,-0.17,11.0,-0.08,-0.02,0.01,1721665183342,asphalt
-0.16,-0.25,10.99,-0.14,-0.02,-0.13,1721665183352,asphalt
-1.36,3.63,11.22,-0.11,-0.14,-0.16,1721665183362,asphalt
-1.54,0.18,11.48,-0.18,-0.0,-0.01,1721665183372,asphalt
-0.95,1.67,9.99,-0.13,-0.02,0.12,1721665183382,asphalt
0.7,-0.34,10.16,-0.14,-0.01,0.16,1721665183392,asphalt
2.62,0.41,10.3,-0.15,0.01,0.08,1721665183402,asphalt
2.18,3.57,10.96,-0.08,-0.04,-0.13,1721665183412,asphalt
1.26,2.16,9.06,0.01,-0.02,-0.29,1721665183422,asphalt
-0.22,2.22,10.22,0.03,0.01,-0.25,1721665183432,asphalt
-1.72,0.85,11.71,-0.02,0.02,-0.25,1721665183442,asphalt
-2.55,0.11,10.28,0.03,0.02,-0.09,1721665183452,asphalt
-1.14,4.58,10.39,0.01,0.08,0.06,1721665183462,asphalt
-0.06,0.85,9.96,0.01,0.04,0.11,1721665183472,asphalt
1.92,0.13,9.05,0.02,0.06,0.07,1721665183482,asphalt
2.08,1.51,9.8,-0.01,0.03,-0.12,1721665183492,asphalt
1.28,0.75,10.44,-0.02,0.0,-0.26,1721665183502,asphalt
-0.39,2.32,11.41,0.02,0.0,-0.23,1721665183512,asphalt
-1.71,-1.32,10.27,-0.04,0.0,-0.24,1721665183522,asphalt
-2.41,1.09,9.29,-0.02,0.02,-0.15,1721665183532,asphalt
-1.94,2.79,10.22,0.04,0.07,-0.03,1721665183542,asphalt
-0.63,-0.56,10.54,0.04,0.1,0.1,1721665183552,asphalt
-0.11,0.77,10.21,0.08,0.08,-0.01,1721665183562,asphalt
-0.58,-1.51,9.82,0.02,-0.01,-0.15,1721665183572,asphalt
-0.58,2.47,10.58,0.07,0.03,-0.07,1721665183582,asphalt
-0.58,0.44,10.31,0.04,0.04,-0.05,1721665183592,asphalt
-1.02,1.83,11.07,0.02,0.06,-0.09,1721665183602,asphalt
-0.81,0.65,9.97,0.02,-0.03,-0.1,1721665183612,asphalt
-1.5,-4.84,9.35,-0.1,0.01,-0.08,1721665183622,asphalt
-0.7,2.9,11.08,-0.02,-0.03,0.02,1721665183632,asphalt
-0.02,0.48,11.83,-0.01,0.02,0.01,1721665183642,asphalt
-0.24,0.37,6.21,0.1,-0.09,-0.11,1721665183652,asphalt
-0.99,-0.42,8.31,0.06,0.02,-0.18,1721665183662,asphalt
-1.44,0.37,11.61,-0.07,-0.04,-0.12,1721665183672,asphalt
-1.88,1.96,12.2,-0.02,-0.01,-0.01,1721665183682,asphalt
-1.02,-2.52,11.88,-0.11,-0.04,0.06,1721665183692,asphalt
-0.09,1.22,9.56,-0.03,-0.01,0.12,1721665183702,asphalt
1.12,-1.25,8.85,0.0,-0.01,0.05,1721665183712,asphalt
