AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,TimeDiff(ms),Acc_Magnitude,Gyr_Magnitude,Acc_L2Norm,Gyr_L2Norm,Acc_Mean,Gyr_Mean,Acc_Variance,Gyr_Variance,Acc_StdDev,Gyr_StdDev
-0.14,1.39,10.95,-0.0,0.06,-0.19,1721198948644,542000.0,11.038758988219644,0.1992485884517127,11.038758988219644,0.1992485884517127,4.066666666666666,-0.0433333333333333,36.12043333333333,0.0170333333333333,6.010027731494533,0.1305118130030126
-1.08,1.32,10.08,0.04,-0.01,-0.14,1721198948648,4000.0,10.223267579399456,0.1459451951932642,10.223267579399456,0.1459451951932642,3.44,-0.0366666666666666,34.5072,0.0086333333333333,5.874282934963211,0.0929157324317756
0.72,-1.95,7.22,-0.08,-0.0,-0.06,1721198948657,9000.0,7.513274918436035,0.1,7.513274918436035,0.1,1.9966666666666668,-0.0466666666666666,22.244633333333333,0.0017333333333333,4.716421666192849,0.0416333199893226
-0.66,-0.26,10.94,-0.02,-0.03,-0.18,1721198948667,10000.0,10.962974049043444,0.1835755975068582,10.962974049043444,0.1835755975068582,3.34,-0.0766666666666666,43.36,0.0080333333333333,6.584831053261731,0.089628864398325
-0.28,-0.72,7.33,0.01,-0.04,-0.24,1721198948676,9000.0,7.370596990746408,0.2435159132377184,7.370596990746408,0.2435159132377184,2.11,-0.09,20.484700000000004,0.0174999999999999,4.526002651346992,0.1322875655532295
-0.96,2.31,11.87,0.04,0.02,-0.22,1721198948686,10000.0,12.130729574102292,0.2244994432064364,12.130729574102292,0.2244994432064364,4.406666666666666,-0.0533333333333333,44.449233333333325,0.0209333333333333,6.667025823658802,0.1446835627614047
-0.96,2.62,10.01,0.11,-0.02,-0.16,1721198948695,9000.0,10.391636059831963,0.1951922129594313,10.391636059831963,0.1951922129594313,3.89,-0.0233333333333333,31.294899999999995,0.0182333333333333,5.594184480333125,0.1350308606701939
-1.56,4.33,8.5,0.12,-0.03,-0.05,1721198948705,10000.0,9.666048830830515,0.1334166406412633,9.666048830830515,0.1334166406412633,3.7566666666666655,0.0133333333333333,25.547433333333338,0.0086333333333333,5.054446886983119,0.0929157324317756
0.72,0.49,7.69,-0.07,0.05,-0.05,1721198948715,10000.0,7.739160161154439,0.099498743710662,7.739160161154439,0.099498743710662,2.966666666666667,-0.0233333333333333,16.745633333333338,0.0041333333333333,4.092142877922683,0.0642910050732863
0.95,0.4,13.63,-0.03,-0.03,-0.2,1721198948725,10000.0,13.668920952291735,0.2044504830026087,13.668920952291735,0.2044504830026087,4.993333333333333,-0.0866666666666666,56.01963333333333,0.0096333333333333,7.484626465852076,0.0981495457622363
0.56,0.19,13.12,0.06,0.01,-0.23,1721198948735,10000.0,13.13332021995961,0.2379075450674063,13.13332021995961,0.2379075450674063,4.623333333333333,-0.0533333333333333,54.17923333333332,0.0240333333333333,7.3606544093126205,0.1550268793897798
-1.54,3.17,9.86,0.14,-0.05,-0.25,1721198948745,10000.0,10.470916865298854,0.2908607914449798,10.470916865298854,0.2908607914449798,3.83,-0.0533333333333333,32.8167,0.0380333333333333,5.728586213019753,0.195021366350801
-1.02,0.34,7.6,0.02,0.05,-0.06,1721198948754,9000.0,7.675675866006849,0.0806225774829855,7.675675866006849,0.0806225774829855,2.306666666666666,0.0033333333333333,21.47693333333333,0.0032333333333333,4.63432123760679,0.0568624070307732
-0.09,-0.04,10.21,0.02,0.03,-0.06,1721198948764,10000.0,10.210475013435955,0.0699999999999999,10.210475013435955,0.0699999999999999,3.36,-0.0033333333333333,35.19250000000001,0.0024333333333333,5.932326693633789,0.0493288286231624
