AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,TimeDiff(ms),Acc_Magnitude,Gyr_Magnitude,Acc_L2Norm,Gyr_L2Norm,Acc_Mean,Gyr_Mean,Acc_Variance,Gyr_Variance,Acc_StdDev,Gyr_StdDev
0.15,1.26,11.1,0.05,0.1,0.05,1721198959257,10000.0,11.172291618105929,0.1224744871391589,11.172291618105929,0.1224744871391589,4.17,0.0666666666666666,36.3267,0.0008333333333333,6.027163511968129,0.0288675134594812
0.14,1.18,9.0,0.04,0.06,0.03,1721198959267,10000.0,9.078105529239016,0.0781024967590665,9.078105529239016,0.0781024967590665,3.44,0.0433333333333333,23.455600000000004,0.0002333333333333,4.843098181949237,0.0152752523165194
0.07,0.74,8.82,-0.02,0.04,-0.08,1721198959277,10000.0,8.851265446251174,0.0916515138991168,8.851265446251174,0.0916515138991168,3.2100000000000004,-0.02,23.7163,0.0036,4.869938397967679,0.06
0.36,0.15,10.98,0.0,0.11,-0.08,1721198959287,10000.0,10.986924046337991,0.1360147050873544,10.986924046337991,0.1360147050873544,3.83,0.01,38.352900000000005,0.0091,6.192971822961897,0.0953939201416945
-0.49,-0.85,9.52,0.0,0.07,-0.05,1721198959297,10000.0,9.570423188135411,0.0860232526704262,9.570423188135411,0.0860232526704262,2.7266666666666666,0.0066666666666666,34.64443333333333,0.0036333333333333,5.885952202773425,0.060277137733417
-1.7,0.39,7.41,0.01,0.01,0.0,1721198959307,10000.0,7.612502873562676,0.0141421356237309,7.612502873562676,0.0141421356237309,2.033333333333333,0.0066666666666666,22.773433333333337,3.3333333333333335e-05,4.77215185564472,0.0057735026918962
0.21,0.34,8.67,-0.08,0.15,-0.0,1721198959317,10000.0,8.67920503272045,0.1699999999999999,8.67920503272045,0.1699999999999999,3.0733333333333337,0.0233333333333333,23.49623333333333,0.0136333333333333,4.8472913398446895,0.1167618659209132
0.44,0.11,9.79,-0.02,0.05,-0.05,1721198959327,10000.0,9.800499987245548,0.0734846922834953,9.800499987245548,0.0734846922834953,3.4466666666666668,-0.0066666666666666,30.205633333333328,0.0026333333333333,5.495965186692263,0.0513160143944688
-0.78,0.93,9.59,-0.04,0.06,-0.09,1721198959337,10000.0,9.666509194119664,0.1153256259467079,9.666509194119664,0.1153256259467079,3.2466666666666666,-0.0233333333333333,30.90943333333333,0.0058333333333333,5.559625287133417,0.0763762615825973
-1.5,2.17,11.26,-0.01,0.07,-0.01,1721198959347,10000.0,11.564882187035025,0.0714142842854285,11.564882187035025,0.0714142842854285,3.9766666666666666,0.0166666666666666,43.152433333333335,0.0021333333333333,6.569051174510162,0.04618802153517
-0.64,0.96,9.28,-0.03,0.04,0.07,1721198959357,10000.0,9.351449085569572,0.0860232526704262,9.351449085569572,0.0860232526704262,3.2,0.0266666666666666,28.3648,0.0026333333333333,5.325861432669836,0.0513160143944688
