AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
1.6,1.0,8.16,0.12,-0.01,-0.05,1721378904648
1.07,-0.91,9.16,0.05,0.02,-0.05,1721378904653
1.01,3.05,8.99,0.19,0.03,-0.21,1721378904662
1.24,1.04,7.14,0.08,0.01,-0.23,1721378904672
-0.96,1.91,8.62,0.19,-0.1,-0.14,1721378904682
1.4,0.57,5.27,0.03,0.08,-0.11,1721378904692
1.62,-2.18,11.38,-0.12,-0.0,-0.12,1721378904702
0.76,1.69,13.16,0.02,-0.01,-0.13,1721378904712
1.86,1.12,8.89,-0.02,0.14,-0.27,1721378904722
-0.24,0.0,10.94,0.01,0.03,-0.34,1721378904732
-0.61,-1.52,9.16,0.01,0.02,-0.35,1721378904742
-1.21,0.84,7.43,0.01,0.1,-0.25,1721378904752
0.41,-0.29,8.01,-0.1,0.21,-0.16,1721378904762
-0.29,-1.62,9.71,-0.06,0.07,-0.2,1721378904772
0.15,2.6,11.86,-0.01,0.18,-0.22,1721378904782
1.08,0.69,9.17,-0.14,0.17,-0.23,1721378904792
-0.96,1.27,12.21,-0.14,0.09,-0.31,1721378904802
-0.26,-0.29,12.16,-0.13,0.11,-0.31,1721378904812
-0.14,1.01,12.48,-0.13,0.1,-0.26,1721378904822
-0.18,1.28,11.81,-0.13,0.13,-0.26,1721378904832
-0.68,1.98,10.9,-0.02,0.12,-0.32,1721378904842
-1.34,-1.72,10.52,-0.13,0.07,-0.3,1721378904852
-0.85,0.83,14.53,-0.03,0.15,-0.16,1721378904862
0.77,0.24,11.48,-0.07,0.16,-0.11,1721378904872
-0.07,2.38,12.73,0.08,0.17,-0.31,1721378904882
0.43,-2.27,7.01,0.09,0.05,-0.39,1721378904892
-1.54,-0.57,9.59,0.13,0.15,-0.39,1721378904902
-0.64,1.19,8.12,0.19,0.06,-0.22,1721378904912
-1.46,4.19,7.61,0.17,0.16,-0.19,1721378904922
-0.78,-1.21,6.76,0.16,0.06,-0.17,1721378904932
-0.74,-5.39,8.54,-0.09,0.2,-0.26,1721378904942
-1.79,-2.16,13.52,0.04,0.1,-0.15,1721378904952
-1.51,-1.25,9.51,0.1,0.12,-0.09,1721378904962
-1.1,-0.94,8.46,0.15,0.09,-0.09,1721378904972
