AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-0.58,-1.13,4.79,0.17,-0.21,-0.06,1721201382676
-0.63,-5.36,1.76,-0.14,0.0,-0.14,1721201382680
-0.86,-1.47,15.72,-0.14,0.19,-0.2,1721201382690
1.02,5.15,14.45,0.15,-0.14,-0.15,1721201382700
1.17,-0.92,8.73,-0.17,-0.01,-0.16,1721201382710
-1.07,0.36,9.2,-0.02,-0.15,-0.25,1721201382720
0.31,-0.01,9.22,-0.14,0.19,-0.42,1721201382730
-0.11,2.45,13.82,0.03,-0.12,-0.31,1721201382740
-2.67,-1.7,6.65,0.09,-0.1,-0.25,1721201382750
-2.77,2.09,9.88,0.13,0.02,-0.12,1721201382760
0.33,-2.37,10.76,-0.08,0.05,-0.09,1721201382770
-0.33,3.76,12.46,0.12,-0.08,-0.14,1721201382780
0.21,0.53,9.2,0.0,0.02,-0.39,1721201382790
-1.36,-1.47,13.15,-0.07,-0.13,-0.37,1721201382800
-1.41,-3.76,9.53,0.1,-0.03,-0.18,1721201382810
-1.19,-2.03,11.07,-0.05,0.23,-0.18,1721201382820
-1.33,4.57,9.27,0.2,-0.19,-0.25,1721201382830
1.38,2.01,10.07,0.11,0.16,-0.23,1721201382840
0.31,1.16,14.55,0.12,0.01,-0.33,1721201382850
-1.67,3.24,11.44,0.21,-0.06,-0.44,1721201382860
-3.34,-1.82,4.48,-0.08,-0.11,-0.39,1721201382870
-3.34,-1.9,12.36,-0.06,0.09,-0.2,1721201382880
-1.98,-3.69,9.72,0.08,-0.09,-0.01,1721201382890
-0.06,4.29,10.13,0.18,0.11,-0.03,1721201382900
1.91,3.25,9.41,0.12,-0.05,-0.2,1721201382910
-0.08,-2.64,5.1,0.01,-0.06,-0.27,1721201382920
-0.54,2.88,13.35,0.04,0.21,-0.27,1721201382930
-2.77,-4.0,7.02,0.04,-0.26,-0.24,1721201382940
-4.37,2.26,9.65,0.03,-0.04,-0.12,1721201382950
-0.49,4.59,9.58,0.15,0.1,-0.09,1721201382960
1.8,-4.06,5.7,-0.21,0.03,-0.13,1721201382970
0.64,1.34,14.39,-0.11,0.11,-0.4,1721201382980
-1.27,6.28,7.53,0.13,-0.15,-0.37,1721201382990
0.05,-0.1,5.8,-0.16,0.32,-0.16,1721201383000
0.0,-0.68,16.9,-0.07,0.1,-0.23,1721201383010
1.63,1.57,14.61,0.03,0.1,-0.25,1721201383020
-1.54,1.88,6.15,-0.25,-0.08,-0.36,1721201383030
-2.79,5.37,16.59,-0.09,0.12,-0.39,1721201383040
-1.78,-1.8,9.62,0.02,-0.01,-0.09,1721201383050
-2.2,-2.55,9.36,-0.15,0.19,-0.03,1721201383060
-0.22,2.38,11.13,0.01,0.01,-0.07,1721201383070
1.21,-0.69,8.53,-0.16,0.12,-0.14,1721201383080
-0.56,1.36,13.18,-0.05,0.06,-0.28,1721201383090
-0.05,4.55,9.67,0.19,0.1,-0.12,1721201383100
0.08,-4.05,5.77,-0.05,0.01,-0.08,1721201383110
-1.18,0.62,8.93,0.04,0.17,-0.23,1721201383120
-0.86,0.25,14.25,-0.15,0.16,-0.29,1721201383130
-3.79,-0.82,11.75,0.05,-0.13,-0.2,1721201383140
-0.98,1.13,4.59,0.19,0.13,0.07,1721201383150
1.58,-1.42,5.98,-0.06,0.14,0.03,1721201383160
0.74,-0.19,16.18,-0.14,0.1,-0.27,1721201383170
-2.39,4.21,8.88,0.14,-0.07,-0.39,1721201383180
-1.33,1.17,6.62,0.0,0.11,-0.16,1721201383190
0.18,-2.97,11.7,-0.15,0.0,0.06,1721201383200
-0.65,3.58,13.35,-0.05,0.16,-0.07,1721201383210
-0.08,1.0,11.72,-0.04,0.06,-0.35,1721201383220
-1.25,-6.5,8.18,-0.15,0.09,-0.29,1721201383230
-0.77,-1.47,14.13,-0.04,0.2,-0.18,1721201383240
0.88,5.42,11.16,0.25,0.1,0.08,1721201383250
2.57,0.61,9.81,0.12,0.24,-0.08,1721201383260
1.82,-3.25,9.57,0.11,-0.09,-0.18,1721201383270
-0.67,-4.17,5.78,-0.01,0.18,-0.27,1721201383280
-2.25,1.97,13.05,0.02,0.15,-0.3,1721201383290
-3.83,-4.44,8.17,-0.01,-0.18,0.1,1721201383300
0.02,1.05,10.14,0.12,0.54,0.18,1721201383310
1.9,2.98,6.26,0.22,0.05,-0.05,1721201383320
0.03,-2.15,9.17,-0.24,0.17,-0.12,1721201383330
-1.19,5.34,15.25,0.06,0.07,-0.09,1721201383340
1.32,0.27,8.71,0.04,0.11,0.02,1721201383350
-1.64,-2.59,7.64,-0.12,-0.13,0.16,1721201383360
-0.26,-0.71,12.77,-0.09,0.14,0.03,1721201383370
