AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
-1.03,-1.04,11.11,0.01,0.01,-0.32,1721378716669,asphalt
-1.54,-0.68,11.78,-0.03,0.04,-0.32,1721378716674,asphalt
-2.2,-1.58,11.48,0.03,-0.04,-0.08,1721378716683,asphalt
-0.7,-1.38,9.37,0.09,0.02,0.01,1721378716693,asphalt
-0.77,2.85,9.09,0.16,-0.04,-0.03,1721378716702,asphalt
-0.4,1.35,7.47,0.19,-0.07,-0.13,1721378716712,asphalt
-0.66,1.87,10.27,0.15,0.05,-0.15,1721378716722,asphalt
-0.95,-0.2,9.73,0.12,-0.06,-0.0,1721378716732,asphalt
0.27,1.51,12.05,0.1,0.08,0.07,1721378716742,asphalt
-0.07,2.94,9.68,0.29,-0.11,0.02,1721378716752,asphalt
1.16,-0.46,8.38,0.23,0.05,-0.07,1721378716762,asphalt
0.38,-0.5,10.37,0.38,-0.08,-0.04,1721378716773,asphalt
0.98,1.95,10.66,0.32,0.07,-0.03,1721378716783,asphalt
-0.86,9.07,10.02,0.44,-0.05,-0.08,1721378716793,asphalt
1.1,6.32,7.44,0.28,0.06,-0.12,1721378716803,asphalt
-1.6,-2.45,5.58,0.15,-0.17,-0.02,1721378716813,asphalt
-0.48,-4.13,10.73,-0.01,0.05,0.09,1721378716824,asphalt
-0.08,-0.13,13.81,0.12,0.04,0.13,1721378716834,asphalt
1.77,1.2,11.09,0.15,-0.03,-0.06,1721378716844,asphalt
-0.37,0.99,6.89,0.14,-0.12,-0.16,1721378716854,asphalt
-1.87,-0.12,5.31,0.04,-0.07,-0.13,1721378716864,asphalt
-1.71,0.06,10.36,-0.08,-0.02,0.08,1721378716874,asphalt
-0.59,-2.15,9.42,-0.02,-0.12,0.18,1721378716884,asphalt
1.59,-2.11,12.29,-0.04,0.02,0.11,1721378716894,asphalt
1.0,2.66,10.48,0.12,-0.19,-0.09,1721378716904,asphalt
0.3,1.91,7.47,-0.11,-0.06,-0.14,1721378716915,asphalt
-1.69,-0.0,7.73,-0.17,-0.08,-0.08,1721378716925,asphalt
-0.85,-2.23,10.21,-0.11,-0.09,0.02,1721378716935,asphalt
-1.24,-2.62,-0.36,-0.04,-0.27,0.18,1721378716945,asphalt
0.4,-4.7,-0.39,-0.24,0.05,0.09,1721378716955,asphalt
0.51,-0.99,14.7,-0.22,0.09,-0.08,1721378716965,asphalt
0.03,-1.32,20.24,-0.13,-0.2,-0.07,1721378716975,asphalt
-2.21,4.43,17.26,-0.11,-0.2,-0.01,1721378716985,asphalt
0.69,0.43,8.42,-0.23,-0.3,0.2,1721378716995,asphalt
1.93,-2.06,9.91,-0.34,-0.03,0.22,1721378717005,asphalt
3.66,-2.62,10.28,-0.09,-0.24,0.09,1721378717015,asphalt
2.89,1.12,8.44,-0.01,-0.03,-0.14,1721378717025,asphalt
0.4,1.81,10.43,-0.02,-0.2,-0.16,1721378717035,asphalt
-1.4,3.18,12.5,-0.01,-0.15,-0.06,1721378717045,asphalt
-0.68,2.27,10.45,-0.01,-0.17,0.16,1721378717055,asphalt
1.26,0.4,9.39,0.02,-0.05,0.16,1721378717065,asphalt
1.57,-2.4,9.92,0.04,-0.15,0.02,1721378717075,asphalt
2.28,0.98,13.84,0.08,0.0,-0.13,1721378717085,asphalt
1.64,2.43,12.48,0.16,-0.16,-0.13,1721378717095,asphalt
0.08,1.6,10.86,0.16,-0.08,-0.12,1721378717105,asphalt
0.23,2.7,8.43,0.24,-0.08,-0.05,1721378717115,asphalt
1.57,0.69,6.94,0.23,-0.02,-0.07,1721378717125,asphalt
1.5,-1.09,8.03,0.2,-0.02,-0.08,1721378717135,asphalt
0.26,2.87,13.84,0.21,0.01,-0.2,1721378717145,asphalt
0.4,0.95,10.95,0.21,-0.22,-0.12,1721378717155,asphalt
1.41,4.66,11.44,0.08,0.15,-0.09,1721378717165,asphalt
2.52,0.55,9.89,0.1,-0.02,-0.09,1721378717175,asphalt
1.91,-0.13,12.47,0.11,0.03,-0.27,1721378717185,asphalt
-0.15,2.65,10.13,0.29,-0.09,-0.3,1721378717195,asphalt
0.59,-1.44,5.1,0.13,-0.01,-0.22,1721378717205,asphalt
-1.05,-0.77,11.56,0.0,0.14,-0.23,1721378717215,asphalt
-0.23,1.52,10.34,0.09,-0.07,-0.18,1721378717225,asphalt
-0.04,2.89,9.55,-0.01,0.09,-0.16,1721378717235,asphalt
0.88,1.1,8.12,-0.07,0.02,-0.2,1721378717245,asphalt
0.14,-0.45,10.32,-0.15,0.08,-0.31,1721378717255,asphalt
0.04,-2.8,11.75,-0.15,0.02,-0.25,1721378717265,asphalt
0.12,-1.24,9.06,-0.17,0.11,-0.16,1721378717275,asphalt
0.86,1.8,6.26,-0.11,0.07,-0.23,1721378717285,asphalt
1.65,0.4,4.51,-0.19,0.1,-0.33,1721378717295,asphalt
0.39,0.09,6.58,-0.23,0.08,-0.46,1721378717305,asphalt
-0.9,-1.2,11.56,-0.32,0.12,-0.5,1721378717315,asphalt
-2.36,-0.72,16.17,-0.23,0.08,-0.29,1721378717325,asphalt
