AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
0.34,-0.71,8.56,-0.14,0.1,0.29,1721201570692,asphalt
1.4,-2.1,10.49,-0.23,-0.07,0.08,1721201570697,asphalt
1.48,3.46,12.67,-0.05,0.07,-0.09,1721201570706,asphalt
-2.11,-0.68,4.11,-0.17,-0.33,0.02,1721201570716,asphalt
-3.33,-7.04,16.47,-0.58,0.21,0.13,1721201570726,asphalt
-1.77,2.41,27.9,-0.04,-0.21,0.17,1721201570736,asphalt
-2.62,4.48,9.45,0.16,-0.26,0.2,1721201570745,asphalt
-0.62,1.67,-0.19,-0.27,0.05,0.39,1721201570755,asphalt
1.33,2.66,12.15,-0.23,0.09,0.41,1721201570764,asphalt
2.51,5.02,10.26,0.19,-0.19,0.26,1721201570774,asphalt
4.34,-9.9,-0.79,-0.13,-0.08,0.06,1721201570783,asphalt
2.06,-1.24,15.53,-0.49,0.21,-0.24,1721201570793,asphalt
3.48,15.9,11.6,0.12,-0.42,-0.27,1721201570803,asphalt
1.15,-1.32,11.88,-0.27,0.3,-0.02,1721201570813,asphalt
-5.38,0.45,12.51,-0.05,-0.54,0.38,1721201570823,asphalt
0.47,-10.96,-0.36,-0.07,0.36,0.24,1721201570833,asphalt
0.84,-1.27,9.69,-0.34,-0.2,-0.02,1721201570842,asphalt
-3.9,7.83,7.2,-0.06,-0.31,-0.13,1721201570852,asphalt
3.03,2.67,15.04,0.03,0.14,0.18,1721201570862,asphalt
-0.2,-3.81,8.92,-0.35,-0.19,-0.0,1721201570872,asphalt
-1.44,2.85,16.62,-0.17,0.01,-0.28,1721201570882,asphalt
-0.53,-2.53,11.39,-0.08,-0.25,-0.07,1721201570892,asphalt
-2.93,3.34,5.42,0.07,-0.12,0.31,1721201570902,asphalt
3.03,-5.01,8.02,-0.03,0.2,0.35,1721201570912,asphalt
1.19,-2.25,12.57,-0.18,-0.08,-0.12,1721201570922,asphalt
2.39,16.95,12.91,0.36,-0.0,-0.26,1721201570932,asphalt
1.32,-14.48,3.07,-0.22,-0.34,-0.17,1721201570942,asphalt
-3.25,-5.41,18.05,-0.23,0.15,-0.23,1721201570952,asphalt
-0.45,9.51,24.73,0.16,-0.22,-0.17,1721201570962,asphalt
-1.62,-1.24,9.35,0.0,-0.04,0.05,1721201570972,asphalt
0.4,1.49,7.59,0.16,0.23,0.06,1721201570982,asphalt
0.97,-4.76,10.04,0.04,-0.04,-0.23,1721201570992,asphalt
-7.99,3.9,3.92,0.11,-0.37,0.05,1721201571002,asphalt
3.73,-0.49,15.65,0.06,0.74,0.22,1721201571012,asphalt
2.86,0.63,12.07,0.22,-0.48,0.29,1721201571022,asphalt
0.83,-0.04,2.73,0.11,0.22,0.04,1721201571032,asphalt
5.59,6.3,19.0,0.2,0.32,-0.29,1721201571042,asphalt
0.03,0.21,7.4,0.28,-0.52,-0.17,1721201571052,asphalt
-2.0,-4.51,4.73,0.01,0.39,-0.07,1721201571062,asphalt
1.95,0.71,20.4,0.27,0.3,0.0,1721201571072,asphalt
-0.5,6.09,6.49,0.29,-0.11,-0.23,1721201571082,asphalt
-2.41,-1.03,-1.11,-0.17,-0.03,-0.14,1721201571092,asphalt
1.52,-4.21,14.85,-0.04,0.5,0.02,1721201571102,asphalt
3.08,1.86,9.93,0.15,-0.08,-0.13,1721201571112,asphalt
-4.07,-0.9,5.17,-0.2,-0.14,-0.37,1721201571122,asphalt
-4.55,5.11,19.28,0.07,0.24,-0.3,1721201571132,asphalt
0.47,-0.15,7.98,0.0,0.11,0.18,1721201571142,asphalt
-1.14,-0.2,6.23,-0.21,0.08,0.14,1721201571152,asphalt
2.76,-4.92,17.3,-0.36,0.31,-0.29,1721201571162,asphalt
0.4,0.26,23.82,-0.01,-0.21,-0.36,1721201571172,asphalt
-3.93,8.36,1.55,0.46,-0.03,-0.06,1721201571182,asphalt
-1.76,1.99,6.77,-0.37,0.45,-0.11,1721201571192,asphalt
-2.9,4.28,17.88,-0.01,-0.14,-0.02,1721201571202,asphalt
1.59,0.17,-0.23,0.41,0.08,0.16,1721201571212,asphalt
3.86,-3.37,-1.06,-0.28,0.12,0.06,1721201571222,asphalt
-2.21,-1.09,11.17,-0.11,0.38,-0.38,1721201571232,asphalt
1.73,-2.38,18.0,-0.03,0.08,-0.56,1721201571242,asphalt
-4.74,-1.27,6.18,-0.19,-0.3,-0.33,1721201571252,asphalt
-4.51,0.7,11.08,-0.1,0.34,-0.02,1721201571262,asphalt
0.79,-3.49,16.94,-0.2,0.16,0.25,1721201571272,asphalt
-0.34,1.12,16.07,-0.1,0.02,0.13,1721201571282,asphalt
0.15,3.28,5.64,0.19,-0.04,-0.04,1721201571292,asphalt
1.41,-1.99,3.65,-0.07,0.16,-0.12,1721201571302,asphalt
1.19,-0.19,9.95,-0.01,0.11,-0.14,1721201571312,asphalt
0.55,-0.06,11.3,0.01,0.09,-0.17,1721201571322,asphalt
-1.15,1.74,9.8,-0.07,0.04,-0.16,1721201571332,asphalt
-2.19,0.47,11.1,-0.06,0.1,-0.14,1721201571342,asphalt
-2.7,-2.72,10.01,-0.07,0.02,-0.08,1721201571352,asphalt
-2.03,0.24,11.23,0.04,0.1,-0.03,1721201571362,asphalt
-0.37,0.12,9.51,0.04,0.09,-0.09,1721201571372,asphalt
-1.13,-1.09,11.04,-0.05,0.08,-0.05,1721201571382,asphalt
-1.76,-1.42,10.88,0.01,0.0,-0.06,1721201571392,asphalt
-0.68,-1.11,9.06,0.01,0.02,-0.07,1721201571402,asphalt
0.56,2.88,12.9,0.08,0.1,-0.1,1721201571412,asphalt
-1.72,0.41,8.51,0.13,-0.21,-0.04,1721201571422,asphalt
-2.35,-1.94,9.38,-0.01,0.23,-0.11,1721201571432,asphalt
0.31,-0.68,13.38,0.02,0.05,-0.1,1721201571442,asphalt
-2.15,3.64,8.99,0.08,-0.15,-0.1,1721201571452,asphalt
-1.41,2.13,9.48,0.09,0.1,-0.11,1721201571462,asphalt
-1.63,-1.75,9.85,0.09,-0.16,0.05,1721201571472,asphalt
-2.44,0.81,9.03,0.11,0.05,0.1,1721201571482,asphalt
0.57,1.25,12.21,0.0,0.12,-0.03,1721201571492,asphalt
-1.49,2.14,11.59,0.09,-0.24,-0.1,1721201571502,asphalt
-1.55,0.08,9.19,0.11,0.03,-0.06,1721201571512,asphalt
-1.95,-0.35,10.27,0.1,-0.15,0.12,1721201571522,asphalt
-1.56,2.43,10.11,0.13,0.01,0.12,1721201571532,asphalt
1.18,0.57,11.42,0.08,-0.02,0.12,1721201571542,asphalt
0.67,2.95,10.28,0.18,-0.14,0.12,1721201571552,asphalt
2.27,-2.1,7.64,0.09,-0.02,0.11,1721201571562,asphalt
2.95,0.91,13.58,0.11,0.05,-0.02,1721201571572,asphalt
1.79,5.83,9.15,0.29,-0.11,-0.22,1721201571582,asphalt
-0.78,1.91,8.49,-0.05,-0.01,-0.25,1721201571592,asphalt
-4.01,1.05,13.59,0.09,-0.21,-0.11,1721201571602,asphalt
-2.44,-2.0,6.98,0.05,-0.0,0.11,1721201571612,asphalt
-1.34,-1.27,8.44,-0.09,-0.08,0.26,1721201571622,asphalt
-1.29,1.79,10.94,-0.03,-0.05,0.01,1721201571632,asphalt
-1.4,0.87,9.61,0.03,-0.14,0.07,1721201571642,asphalt
-1.14,0.39,8.11,-0.09,0.01,0.19,1721201571652,asphalt
1.01,-1.63,9.79,-0.16,-0.13,0.25,1721201571662,asphalt
2.17,-3.28,13.73,-0.21,0.01,0.08,1721201571672,asphalt
1.13,0.33,13.8,-0.04,-0.19,-0.02,1721201571682,asphalt
-1.6,-0.59,6.16,-0.03,-0.19,0.02,1721201571692,asphalt
0.28,0.12,8.49,-0.09,0.12,0.02,1721201571702,asphalt
1.17,-3.41,7.45,-0.04,-0.24,0.04,1721201571712,asphalt
-0.9,-0.17,9.73,-0.11,0.01,-0.07,1721201571722,asphalt
