AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-1.55,-0.18,11.01,-0.29,0.17,0.02,1721665236627
-2.6,5.71,11.05,-0.09,0.01,0.01,1721665236631
-2.2,-0.29,12.9,-0.12,-0.25,0.17,1721665236640
-0.6,4.11,8.46,-0.23,0.11,0.29,1721665236650
0.06,0.71,11.34,-0.32,-0.06,0.19,1721665236659
-2.17,4.91,7.93,-0.23,-0.15,-0.14,1721665236669
-1.96,-7.86,7.83,-0.26,-0.16,-0.03,1721665236678
-3.25,4.57,9.35,-0.1,-0.04,0.29,1721665236688
0.29,-0.96,11.09,-0.08,-0.06,0.46,1721665236697
1.61,1.9,7.78,-0.08,-0.01,0.36,1721665236707
2.33,0.81,12.64,-0.33,-0.06,0.01,1721665236716
0.29,7.58,14.21,-0.3,-0.24,-0.11,1721665236726
-1.8,-4.02,10.76,-0.21,-0.23,-0.19,1721665236735
-2.94,-5.96,7.48,-0.11,-0.07,0.05,1721665236745
-2.25,0.91,9.71,0.04,-0.06,0.28,1721665236754
-1.22,3.62,12.38,0.1,-0.08,0.33,1721665236764
-0.05,3.75,11.8,-0.04,-0.05,0.3,1721665236773
1.09,3.68,9.52,-0.17,-0.08,0.19,1721665236783
2.17,4.56,11.28,-0.17,-0.07,0.01,1721665236793
-0.18,-2.18,11.66,-0.04,-0.21,-0.09,1721665236803
-0.38,-7.7,8.22,0.11,-0.11,0.13,1721665236813
-0.75,0.98,8.93,0.13,0.05,0.18,1721665236823
0.87,6.29,13.83,0.22,-0.11,0.14,1721665236833
1.03,3.27,12.27,-0.01,-0.13,0.08,1721665236843
-0.04,3.13,11.65,-0.23,-0.03,-0.08,1721665236853
-0.14,-0.49,13.41,-0.25,-0.09,-0.18,1721665236863
-0.25,-0.59,13.24,-0.12,-0.11,0.07,1721665236873
-0.16,-4.17,7.73,0.24,-0.09,0.23,1721665236883
2.89,-4.07,5.35,0.3,0.06,0.2,1721665236893
2.31,5.5,10.22,0.21,0.1,-0.04,1721665236903
1.96,-0.14,12.17,0.26,-0.05,-0.24,1721665236913
0.11,-0.02,7.32,0.24,-0.02,-0.27,1721665236923
-2.45,-2.49,9.83,0.07,-0.04,-0.31,1721665236933
-2.65,8.65,12.5,0.18,-0.02,0.01,1721665236943
-0.34,0.31,9.22,0.27,-0.01,0.27,1721665236953
2.09,-2.89,4.45,0.17,0.15,0.27,1721665236963
3.15,4.04,8.52,0.26,0.09,-0.0,1721665236973
2.85,0.92,9.12,0.27,-0.02,-0.16,1721665236983
-0.39,-4.38,10.93,-0.0,-0.05,-0.44,1721665236993
-1.62,7.43,12.82,0.09,0.05,-0.25,1721665237003
-0.47,-5.93,8.9,0.02,-0.02,0.01,1721665237013
-0.37,1.78,9.09,0.09,0.18,-0.0,1721665237023
0.29,-0.41,11.23,0.13,0.05,-0.19,1721665237033
-2.36,11.49,8.74,0.23,0.0,-0.35,1721665237043
-1.81,1.68,7.66,0.01,0.01,-0.11,1721665237053
-1.86,-8.34,11.24,-0.32,0.2,0.0,1721665237063
-1.42,-0.07,18.91,-0.27,0.1,0.04,1721665237073
0.5,4.14,15.07,-0.07,-0.01,-0.04,1721665237083
0.9,4.22,7.01,0.14,-0.0,-0.15,1721665237093
1.04,0.75,5.6,0.25,0.06,-0.16,1721665237103
0.54,0.95,12.08,0.09,0.13,-0.22,1721665237113
-0.13,12.62,12.06,0.25,0.03,-0.32,1721665237123
-1.2,-2.56,4.69,0.21,-0.08,-0.28,1721665237133
-0.76,-4.73,6.15,0.01,0.17,-0.12,1721665237143
0.59,0.95,14.4,-0.01,0.15,-0.02,1721665237153
1.93,0.98,11.41,0.05,0.04,-0.1,1721665237163
2.14,-1.99,6.98,-0.07,0.14,-0.27,1721665237173
-0.33,1.53,11.7,-0.1,0.15,-0.44,1721665237183
-1.74,-2.95,10.15,-0.06,-0.01,-0.38,1721665237193
-1.91,-1.55,9.93,-0.03,0.2,-0.29,1721665237203
-2.74,-2.07,9.99,-0.07,0.01,-0.14,1721665237213
-0.96,0.35,9.37,0.06,0.27,-0.2,1721665237223
-0.67,2.83,9.47,0.1,-0.01,-0.09,1721665237233
-0.79,7.45,6.03,0.14,0.16,-0.16,1721665237243
0.83,-4.71,9.92,-0.27,0.16,-0.14,1721665237253
-1.15,0.68,19.94,-0.44,0.19,-0.11,1721665237263
1.77,7.99,13.52,0.01,0.18,-0.06,1721665237273
-0.4,-10.4,-0.0,-0.02,-0.03,-0.15,1721665237283
