AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time,Label
0.99,1.74,12.51,0.09,0.11,-0.35,1721665247146,asphalt
-0.37,1.57,11.99,0.02,0.07,-0.34,1721665247151,asphalt
0.06,3.79,11.88,0.02,0.15,-0.28,1721665247161,asphalt
0.07,-4.16,9.63,-0.08,0.06,-0.21,1721665247171,asphalt
0.28,-0.19,9.3,-0.04,0.25,-0.32,1721665247181,asphalt
-0.23,-5.77,11.54,-0.06,0.06,-0.41,1721665247191,asphalt
-2.23,0.23,11.01,0.0,0.11,-0.42,1721665247201,asphalt
-1.95,0.76,9.85,0.06,0.11,-0.29,1721665247211,asphalt
-2.54,-0.56,7.7,0.03,0.12,-0.19,1721665247221,asphalt
-0.75,1.93,10.61,-0.06,0.27,-0.17,1721665247231,asphalt
0.24,0.58,9.83,-0.05,0.15,-0.24,1721665247241,asphalt
-0.44,-2.92,11.82,-0.17,0.21,-0.35,1721665247251,asphalt
-1.86,-2.66,12.95,-0.16,0.15,-0.31,1721665247261,asphalt
-2.58,1.78,12.29,0.02,0.12,-0.19,1721665247271,asphalt
-2.18,0.79,8.42,-0.01,0.13,-0.12,1721665247281,asphalt
-0.37,0.51,8.96,-0.05,0.23,-0.15,1721665247291,asphalt
0.21,0.06,10.66,-0.07,0.16,-0.14,1721665247301,asphalt
-1.0,-0.31,7.59,0.02,0.14,-0.31,1721665247311,asphalt
-1.84,-0.5,9.14,-0.04,0.09,-0.29,1721665247321,asphalt
-2.69,-4.13,11.46,-0.08,0.15,-0.26,1721665247331,asphalt
-2.94,1.27,11.85,-0.06,0.12,-0.06,1721665247341,asphalt
-1.73,-1.69,11.72,-0.06,0.13,0.05,1721665247351,asphalt
-0.93,1.55,10.03,-0.07,0.08,0.04,1721665247361,asphalt
0.54,2.65,8.88,-0.04,0.04,-0.04,1721665247371,asphalt
-0.14,0.51,7.69,-0.06,0.06,-0.02,1721665247381,asphalt
-0.62,-0.41,12.11,-0.18,0.17,-0.02,1721665247391,asphalt
-0.86,0.42,11.0,-0.03,-0.01,0.01,1721665247401,asphalt
-1.14,-1.42,8.83,-0.06,0.13,0.01,1721665247411,asphalt
-0.04,2.8,11.66,-0.03,0.12,0.12,1721665247421,asphalt
0.68,7.4,10.5,0.09,0.07,0.05,1721665247431,asphalt
1.04,1.02,7.57,0.03,0.05,0.02,1721665247441,asphalt
0.8,-1.09,10.99,-0.13,0.12,-0.01,1721665247451,asphalt
-0.37,1.83,13.4,-0.08,0.06,-0.1,1721665247461,asphalt
-1.64,1.07,8.31,0.03,0.02,-0.12,1721665247471,asphalt
-1.79,3.53,7.75,-0.07,0.08,-0.04,1721665247481,asphalt
-1.26,8.07,11.92,-0.14,0.07,0.01,1721665247491,asphalt
-1.29,3.73,10.27,-0.15,0.04,-0.01,1721665247501,asphalt
-1.7,-0.4,7.19,-0.16,0.05,0.09,1721665247511,asphalt
-0.83,0.3,9.84,-0.1,0.14,0.13,1721665247521,asphalt
-0.74,2.76,10.25,0.06,0.03,0.1,1721665247531,asphalt
-0.62,3.07,8.21,-0.01,0.06,0.09,1721665247541,asphalt
-0.15,5.56,10.2,-0.1,0.09,0.09,1721665247551,asphalt
-0.62,0.6,12.79,-0.23,-0.07,0.08,1721665247561,asphalt
-0.78,-1.15,12.46,-0.3,-0.0,0.06,1721665247571,asphalt
-0.18,0.21,10.88,-0.25,-0.0,0.08,1721665247581,asphalt
-0.23,2.15,8.24,-0.0,0.02,0.06,1721665247591,asphalt
0.24,2.26,8.26,0.02,0.09,0.04,1721665247601,asphalt
-0.52,1.09,10.95,-0.11,0.04,0.03,1721665247611,asphalt
-0.76,-0.07,12.25,-0.2,0.0,0.02,1721665247621,asphalt
-0.29,-4.15,12.53,-0.2,0.02,0.18,1721665247631,asphalt
0.93,-1.71,9.79,-0.08,0.05,0.25,1721665247641,asphalt
2.2,1.65,9.35,0.05,0.13,0.28,1721665247651,asphalt
2.96,2.52,8.8,0.13,0.14,0.12,1721665247661,asphalt
2.01,0.84,10.57,-0.03,0.09,-0.07,1721665247671,asphalt
0.84,-3.05,11.49,-0.08,0.03,-0.17,1721665247681,asphalt
0.11,-3.94,9.75,-0.1,0.09,-0.12,1721665247691,asphalt
0.5,-0.05,10.0,0.04,0.16,-0.05,1721665247701,asphalt
0.02,-0.83,11.21,0.03,0.14,-0.08,1721665247711,asphalt
-0.79,2.3,10.47,0.01,0.07,-0.16,1721665247721,asphalt
-0.55,-0.02,10.24,-0.07,0.12,-0.14,1721665247731,asphalt
-0.99,-2.27,11.03,-0.21,0.15,-0.13,1721665247741,asphalt
-0.47,0.77,11.23,-0.18,0.15,-0.09,1721665247751,asphalt
-0.33,1.43,10.53,-0.07,0.14,-0.08,1721665247761,asphalt
-0.48,1.11,10.03,-0.04,0.1,-0.08,1721665247771,asphalt
-0.21,0.7,10.58,-0.14,0.2,-0.07,1721665247781,asphalt
-1.06,0.37,11.89,-0.17,0.17,-0.1,1721665247791,asphalt
-0.9,0.28,12.24,-0.15,0.17,-0.08,1721665247801,asphalt
-1.48,2.37,9.48,0.04,0.12,-0.05,1721665247811,asphalt
-0.86,2.49,8.4,0.15,0.15,0.02,1721665247821,asphalt
-0.72,1.56,9.23,0.1,0.18,0.06,1721665247831,asphalt
-0.04,1.95,10.97,0.04,0.19,0.13,1721665247841,asphalt
0.24,1.26,10.81,0.03,0.17,0.15,1721665247851,asphalt
0.77,2.36,10.12,0.12,0.2,0.05,1721665247861,asphalt
0.13,0.84,10.46,0.18,0.17,-0.01,1721665247871,asphalt
-0.62,0.92,8.79,0.21,0.1,-0.06,1721665247881,asphalt
-1.06,1.38,10.31,0.19,0.12,-0.04,1721665247891,asphalt
-1.67,1.51,10.72,0.2,0.11,0.08,1721665247901,asphalt
-0.85,0.32,10.47,0.12,0.16,0.19,1721665247911,asphalt
-0.27,3.11,10.01,0.13,0.14,0.22,1721665247921,asphalt
0.74,1.67,10.54,0.07,0.19,0.15,1721665247931,asphalt
0.43,1.7,10.09,0.02,0.13,0.05,1721665247941,asphalt
0.62,-1.75,11.43,-0.05,0.13,0.07,1721665247951,asphalt
0.4,0.93,12.19,-0.06,0.12,0.03,1721665247961,asphalt
0.5,2.54,9.5,0.04,0.12,0.01,1721665247971,asphalt
0.49,1.32,8.04,0.13,0.14,0.01,1721665247981,asphalt
-0.23,0.17,9.47,0.08,0.15,-0.02,1721665247991,asphalt
-0.15,0.28,10.65,0.02,0.15,-0.06,1721665248001,asphalt
-0.39,-0.28,10.52,-0.02,0.09,-0.05,1721665248011,asphalt
0.15,-1.09,11.88,-0.09,0.12,0.09,1721665248021,asphalt
0.48,1.65,11.14,-0.06,0.12,0.1,1721665248031,asphalt
0.92,2.17,8.7,0.0,0.11,-0.05,1721665248041,asphalt
0.38,-0.05,8.58,-0.04,0.12,-0.18,1721665248051,asphalt
-0.97,3.34,10.66,-0.04,0.11,-0.17,1721665248061,asphalt
-1.83,-2.64,10.17,-0.02,0.09,-0.02,1721665248071,asphalt
-1.95,-1.66,8.37,-0.06,0.17,0.11,1721665248081,asphalt
-1.23,-1.81,12.77,-0.11,0.18,0.04,1721665248091,asphalt
-1.02,4.18,10.33,-0.01,-0.01,-0.02,1721665248101,asphalt
-0.93,-1.66,8.62,-0.04,0.04,0.03,1721665248111,asphalt
-1.44,2.28,9.68,-0.09,0.14,0.05,1721665248121,asphalt
-1.65,-0.47,12.67,-0.16,-0.02,0.03,1721665248131,asphalt
-1.73,-0.48,9.85,-0.08,-0.01,-0.01,1721665248141,asphalt
-0.82,-3.44,10.3,-0.09,0.03,0.12,1721665248151,asphalt
-1.09,-0.18,10.69,-0.01,0.12,0.09,1721665248161,asphalt
-1.41,3.31,10.81,-0.01,0.02,0.06,1721665248171,asphalt
-1.99,0.66,10.82,-0.04,-0.0,0.06,1721665248181,asphalt
-1.88,0.54,9.82,-0.04,-0.07,0.21,1721665248191,asphalt
-0.54,-2.24,11.18,-0.08,0.01,0.35,1721665248201,asphalt
0.12,-0.09,9.51,0.05,0.0,0.32,1721665248211,asphalt
0.57,-2.44,10.0,0.03,-0.02,0.19,1721665248221,asphalt
0.53,4.84,10.29,-0.01,0.01,0.08,1721665248231,asphalt
-0.26,2.29,10.88,0.03,-0.12,0.1,1721665248241,asphalt
-0.99,-0.44,10.27,-0.04,-0.06,0.15,1721665248251,asphalt
-0.43,1.15,10.8,-0.09,-0.03,0.25,1721665248261,asphalt
0.02,-0.78,10.34,0.04,-0.07,0.27,1721665248271,asphalt
0.35,-0.1,9.58,0.08,-0.03,0.23,1721665248281,asphalt
0.77,2.42,10.2,0.07,-0.03,0.16,1721665248291,asphalt
0.95,2.45,10.94,0.05,-0.08,0.1,1721665248301,asphalt
-0.06,0.05,11.33,-0.05,-0.08,0.1,1721665248311,asphalt
-1.02,1.64,10.42,-0.01,-0.03,0.1,1721665248321,asphalt
-0.94,0.94,9.86,0.06,-0.08,0.13,1721665248331,asphalt
-0.02,0.88,10.14,0.09,-0.06,0.21,1721665248341,asphalt
0.37,0.77,10.89,0.01,-0.1,0.24,1721665248351,asphalt
1.12,2.26,9.15,0.11,-0.05,0.15,1721665248361,asphalt
0.65,0.32,7.84,0.16,-0.11,0.08,1721665248371,asphalt
0.19,0.39,9.42,0.1,-0.02,0.02,1721665248381,asphalt
-1.53,2.13,11.68,0.07,-0.13,-0.09,1721665248391,asphalt
-2.34,-0.54,10.67,0.03,-0.19,0.0,1721665248401,asphalt
-2.07,0.93,10.94,-0.08,-0.08,0.17,1721665248411,asphalt
-0.7,4.5,12.64,-0.01,-0.1,0.26,1721665248421,asphalt
0.42,0.87,9.14,0.04,-0.17,0.2,1721665248431,asphalt
0.97,-0.47,8.08,-0.03,-0.04,0.08,1721665248441,asphalt
0.91,2.77,10.75,-0.01,-0.14,0.01,1721665248451,asphalt
-0.1,-2.72,10.52,-0.02,-0.17,0.01,1721665248461,asphalt
-0.63,-1.06,9.85,-0.08,-0.1,0.07,1721665248471,asphalt
-1.37,0.86,11.6,-0.09,-0.09,0.0,1721665248481,asphalt
-1.21,3.5,11.12,-0.07,-0.18,0.03,1721665248491,asphalt
-1.04,-0.83,9.19,-0.09,-0.13,0.14,1721665248501,asphalt
0.36,-1.15,10.93,-0.18,-0.02,0.17,1721665248511,asphalt
0.09,0.82,10.83,-0.06,-0.16,0.1,1721665248521,asphalt
0.31,-1.93,9.85,-0.05,-0.15,0.06,1721665248531,asphalt
1.07,2.35,9.64,-0.0,-0.1,0.09,1721665248541,asphalt
0.35,-3.18,10.06,-0.11,-0.13,0.06,1721665248551,asphalt
0.47,1.32,10.97,-0.11,-0.05,0.03,1721665248561,asphalt
0.12,-0.99,10.6,-0.09,-0.11,-0.02,1721665248571,asphalt
0.64,-1.2,10.56,-0.09,-0.05,0.08,1721665248581,asphalt
0.01,2.56,8.52,0.01,-0.07,0.05,1721665248591,asphalt
0.35,-3.49,9.89,-0.02,-0.09,0.06,1721665248601,asphalt
0.39,-0.3,11.21,-0.08,-0.02,-0.01,1721665248611,asphalt
0.53,1.75,12.33,-0.12,-0.14,-0.03,1721665248621,asphalt
0.7,0.21,10.43,-0.01,-0.06,-0.02,1721665248631,asphalt
-0.0,0.25,9.33,-0.08,-0.02,-0.17,1721665248641,asphalt
-0.62,3.36,11.46,-0.04,-0.1,-0.04,1721665248651,asphalt
-0.21,0.15,9.63,0.07,-0.02,0.04,1721665248661,asphalt
0.23,-1.2,9.24,0.03,-0.02,0.02,1721665248671,asphalt
0.21,1.63,11.3,0.01,0.02,-0.09,1721665248681,asphalt
-1.26,0.22,10.87,0.04,-0.13,-0.06,1721665248691,asphalt
0.31,0.48,9.04,0.05,0.05,0.02,1721665248701,asphalt
-0.27,4.24,11.32,-0.01,-0.02,-0.05,1721665248711,asphalt
-0.41,-0.08,12.33,0.01,-0.04,-0.09,1721665248721,asphalt
-0.95,0.55,9.34,-0.04,-0.04,-0.1,1721665248731,asphalt
-0.16,1.9,11.88,-0.04,-0.03,0.03,1721665248741,asphalt
-0.14,1.66,9.04,0.16,0.05,-0.0,1721665248751,asphalt
0.23,-0.98,7.93,0.22,-0.09,-0.05,1721665248761,asphalt
0.27,0.57,9.3,0.16,0.1,-0.05,1721665248771,asphalt
-0.1,4.13,13.1,0.13,-0.01,-0.12,1721665248781,asphalt
0.41,-1.01,10.91,0.08,-0.09,-0.13,1721665248791,asphalt
-0.15,3.92,9.51,-0.0,-0.02,-0.1,1721665248801,asphalt
-0.3,3.23,12.17,0.07,-0.01,-0.15,1721665248811,asphalt
-0.01,0.36,8.87,0.2,-0.03,-0.17,1721665248821,asphalt
-0.76,-0.53,8.66,0.14,0.05,-0.23,1721665248831,asphalt
-0.84,2.14,11.09,0.15,0.01,-0.13,1721665248841,asphalt
-0.42,-0.32,9.15,0.22,0.05,-0.14,1721665248851,asphalt
-0.0,-2.45,9.5,0.13,0.04,-0.18,1721665248861,asphalt
-0.44,2.3,12.08,0.09,0.05,-0.23,1721665248871,asphalt
-0.31,1.93,10.67,0.13,0.02,-0.2,1721665248881,asphalt
-0.84,-1.81,8.01,0.11,0.04,-0.19,1721665248891,asphalt
0.28,0.1,10.43,-0.03,0.04,-0.16,1721665248901,asphalt
0.42,-0.78,11.46,0.02,0.02,-0.2,1721665248911,asphalt
0.04,-0.47,9.88,0.02,0.01,-0.26,1721665248921,asphalt
-0.97,2.74,9.72,-0.03,0.04,-0.24,1721665248931,asphalt
-1.58,-1.47,11.25,-0.06,0.05,-0.31,1721665248941,asphalt
-2.21,1.22,10.96,-0.15,0.01,-0.2,1721665248951,asphalt
-1.64,-1.22,8.75,-0.06,0.1,-0.15,1721665248961,asphalt
-0.21,-1.48,10.11,-0.11,0.09,-0.04,1721665248971,asphalt
0.47,1.76,9.88,-0.0,0.09,-0.13,1721665248981,asphalt
0.28,-1.57,8.85,-0.01,-0.01,-0.18,1721665248991,asphalt
-1.07,2.06,10.38,-0.03,0.07,-0.21,1721665249001,asphalt
-0.77,-1.29,10.94,-0.05,0.02,-0.17,1721665249011,asphalt
-0.99,0.4,10.39,-0.14,0.06,-0.2,1721665249021,asphalt
-1.54,1.12,11.0,-0.13,0.04,-0.18,1721665249031,asphalt
-2.14,1.87,10.18,-0.04,-0.04,-0.15,1721665249041,asphalt
-2.17,-2.34,8.93,-0.02,0.02,-0.02,1721665249051,asphalt
-1.51,-0.55,8.99,-0.01,0.06,0.03,1721665249061,asphalt
-0.59,0.58,13.07,-0.08,0.05,0.01,1721665249071,asphalt
-0.59,2.86,11.02,-0.05,-0.06,-0.03,1721665249081,asphalt
-0.94,-1.45,9.01,-0.09,-0.02,-0.02,1721665249091,asphalt
-0.17,0.42,10.42,-0.11,0.06,0.01,1721665249101,asphalt
-1.03,1.68,11.15,-0.12,-0.09,-0.05,1721665249111,asphalt
